OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,CustomerName,Region,Segment,SignupDate,ProductName,Category,UnitCost,OrderSizeLabel,SegmentType,Quantity_MinMax,UnitPrice_Zscore,OrderYear,OrderMonth,OrderMonthName,OrderQuarter,OrderWeekday,YearMonth,Revenue,Cost,Profit,ProfitMargin%,CustomerLifetimeSpend,CustomerTier,AOV
ORD000271,CUST0215,PRD0001,2024-11-06,14.0,133.49,Customer_215,East,Corporate,2022-06-12,Product_1,Furniture,65.38,Bulk,B2B,0.6341463414634146,-0.9462271147455267,2024,11,November,4,Wednesday,2024-11,1868.8600000000001,915.3199999999999,953.5400000000002,51.02,28338.03,High Value,1868.8600000000001
ORD000272,CUST0128,PRD0046,2024-06-30,5.0,400.12,Customer_128,North,Consumer,2023-02-22,Product_46,Office Supplies,305.29,Regular,B2C,0.1951219512195122,0.35164560877649365,2024,6,June,2,Sunday,2024-06,2000.6,1526.45,474.14999999999986,23.7,9649.779999999999,Medium Value,2000.6
ORD000273,CUST0224,PRD0016,2023-07-13,6.0,544.93,Customer_224,West,Home Office,2022-03-15,Product_16,Office Supplies,327.74,Regular,B2B-Home,0.24390243902439024,1.0565360903172945,2023,7,July,3,Thursday,2023-07,3269.58,1966.44,1303.1399999999999,39.86,9256.22,Low Value,3269.58
ORD000274,CUST0209,PRD0054,2024-12-03,10.0,103.87,Customer_209,South,Corporate,2022-02-11,Product_54,Office Supplies,54.1,Regular,B2B,0.43902439024390244,-1.090408152403413,2024,12,December,4,Tuesday,2024-12,1038.7,541.0,497.70000000000005,47.92,5938.1900000000005,Low Value,1038.7
ORD000275,CUST0114,PRD0046,2023-04-14,8.0,400.12,Customer_114,South,Corporate,2022-01-12,Product_46,Office Supplies,305.29,Regular,B2B,0.34146341463414637,0.35164560877649365,2023,4,April,2,Friday,2023-04,3200.96,2442.32,758.6399999999999,23.7,27783.88,High Value,3200.96
ORD000276,CUST0115,PRD0052,2024-06-18,14.0,476.07,Customer_115,East,Corporate,2023-08-30,Product_52,Furniture,333.09,Bulk,B2B,0.6341463414634146,0.7213468177608444,2024,6,June,2,Tuesday,2024-06,6664.98,4663.259999999999,2001.7200000000003,30.03,19580.71,High Value,6664.98
ORD000277,CUST0209,PRD0003,2023-09-22,8.0,136.62,Customer_209,South,Corporate,2022-02-11,Product_3,Electronics,68.47,Regular,B2B,0.34146341463414637,-0.9309912387202336,2023,9,September,3,Friday,2023-09,1092.96,547.76,545.2,49.88,5938.1900000000005,Low Value,1092.96
ORD000278,CUST0014,PRD0035,2024-01-19,3.0,387.88,Customer_14,East,Corporate,2022-02-27,Product_35,Electronics,195.05,Regular,B2B,0.0975609756097561,0.29206505844116176,2024,1,January,1,Friday,2024-01,1163.6399999999999,585.1500000000001,578.4899999999998,49.71,17393.65,Medium Value,1163.6399999999999
ORD000279,CUST0009,PRD0041,2023-09-17,12.0,700.93,Customer_9,East,Consumer,2023-10-19,Product_41,Furniture,396.03,Bulk,B2C,0.5365853658536586,1.8158960455715238,2023,9,September,3,Sunday,2023-09,8411.16,4752.36,3658.8,43.5,21697.53,High Value,8411.16
ORD000280,CUST0040,PRD0006,2024-02-18,12.0,100.25,Customer_40,East,Home Office,2023-12-05,Product_6,Groceries,73.48,Bulk,B2B-Home,0.5365853658536586,-1.108029197518928,2024,2,February,1,Sunday,2024-02,1203.0,881.76,321.24,26.7,15046.16,Medium Value,1203.0
ORD000281,CUST0194,PRD0025,2023-12-24,14.0,143.9,Customer_194,East,Corporate,2024-06-03,Product_25,Clothing,78.88,Bulk,B2B,0.6341463414634146,-0.8955544408083695,2023,12,December,4,Sunday,2023-12,2014.6000000000001,1104.32,910.2800000000002,45.18,18051.27,Medium Value,2014.6000000000001
ORD000282,CUST0237,PRD0013,2023-03-16,7.0,326.99,Customer_237,South,Home Office,2023-06-01,Product_13,Office Supplies,162.15,Regular,B2B-Home,0.2926829268292683,-0.004328708709030647,2023,3,March,1,Thursday,2023-03,2288.9300000000003,1135.05,1153.8800000000003,50.41,24063.03,High Value,2288.9300000000003
ORD000283,CUST0025,PRD0053,2023-12-21,1.0,742.35,Customer_25,West,Corporate,2023-09-26,Product_53,Office Supplies,386.19,Regular,B2B,0.0,2.0175158490755636,2023,12,December,4,Thursday,2023-12,742.35,386.19,356.16,47.98,14677.33,Medium Value,742.35
ORD000284,CUST0103,PRD0034,2024-08-06,1.0,138.13,Customer_103,South,Consumer,2023-09-05,Product_34,Clothing,65.97,Regular,B2C,0.0,-0.9236410237687344,2024,8,August,3,Tuesday,2024-08,138.13,65.97,72.16,52.24,16778.79,Medium Value,138.13
ORD000285,CUST0201,PRD0008,2023-07-07,7.0,68.43,Customer_201,East,Consumer,2023-04-29,Product_8,Furniture,36.69,Regular,B2C,0.2926829268292683,-1.2629191576227072,2023,7,July,3,Friday,2023-07,479.01000000000005,256.83,222.18000000000006,46.38,13455.37,Medium Value,479.01000000000005
ORD000286,CUST0246,PRD0021,2024-11-15,10.0,472.24,Customer_246,South,Consumer,2022-12-08,Product_21,Office Supplies,224.92,Regular,B2C,0.43902439024390244,0.7027035573209489,2024,11,November,4,Friday,2024-11,4722.4,2249.2,2473.2,52.37,24314.760000000002,High Value,4722.4
ORD000287,CUST0022,PRD0034,2023-10-17,9.0,138.13,Customer_22,North,Corporate,2023-01-28,Product_34,Clothing,65.97,Regular,B2B,0.3902439024390244,-0.9236410237687344,2023,10,October,4,Tuesday,2023-10,1243.17,593.73,649.44,52.24,5791.74,Low Value,1243.17
ORD000288,CUST0235,PRD0004,2023-02-14,7.0,110.29,Customer_235,West,Corporate,2023-09-26,Product_4,Electronics,78.69,Regular,B2B,0.2926829268292683,-1.059157569629489,2023,2,February,1,Tuesday,2023-02,772.0300000000001,550.8299999999999,221.20000000000016,28.65,6968.360000000001,Low Value,772.0300000000001
ORD000289,CUST0238,PRD0025,2024-07-26,10.0,143.9,Customer_238,South,Corporate,2022-01-29,Product_25,Clothing,78.88,Regular,B2B,0.43902439024390244,-0.8955544408083695,2024,7,July,3,Friday,2024-07,1439.0,788.8,650.2,45.18,15609.16,Medium Value,1439.0
ORD000290,CUST0004,PRD0015,2023-03-24,5.0,547.01,Customer_4,East,Consumer,2023-01-05,Product_15,Office Supplies,346.88,Regular,B2C,0.1951219512195122,1.0666608897206844,2023,3,March,1,Friday,2023-03,2735.05,1734.4,1000.6500000000001,36.59,6245.1,Low Value,2735.05
ORD000291,CUST0154,PRD0004,2023-05-03,8.0,110.29,Customer_154,East,Consumer,2023-10-25,Product_4,Electronics,78.69,Regular,B2C,0.34146341463414637,-1.059157569629489,2023,5,May,2,Wednesday,2023-05,882.32,629.52,252.80000000000007,28.65,14464.37,Medium Value,882.32
ORD000292,CUST0186,PRD0045,2023-12-24,2.0,554.21,Customer_186,North,Home Office,2023-12-19,Product_45,Clothing,274.19,Regular,B2B-Home,0.04878048780487805,1.1017082722708798,2023,12,December,4,Sunday,2023-12,1108.42,548.38,560.0400000000001,50.53,4978.91,Low Value,1108.42
ORD000293,CUST0029,PRD0060,2024-06-11,9.0,320.42,Customer_29,West,Consumer,2022-04-06,Product_60,Groceries,231.92,Regular,B2C,0.3902439024390244,-0.036309445286083736,2024,6,June,2,Tuesday,2024-06,2883.78,2087.2799999999997,796.5000000000005,27.62,35541.26,High Value,2883.78
ORD000294,CUST0109,PRD0012,2023-03-07,6.0,78.44,Customer_109,South,Corporate,2024-04-21,Product_12,Furniture,49.26,Regular,B2B,0.24390243902439024,-1.2141935604938943,2023,3,March,1,Tuesday,2023-03,470.64,295.56,175.07999999999998,37.2,11517.170000000002,Medium Value,470.64
ORD000295,CUST0098,PRD0032,2024-10-18,13.0,216.61,Customer_98,West,Consumer,2023-11-06,Product_32,Electronics,119.01,Bulk,B2C,0.5853658536585366,-0.5416245539716065,2024,10,October,4,Friday,2024-10,2815.9300000000003,1547.13,1268.8000000000002,45.06,26418.614999999998,High Value,2815.9300000000003
ORD000296,CUST0215,PRD0032,2024-01-10,9.0,216.61,Customer_215,East,Corporate,2022-06-12,Product_32,Electronics,119.01,Regular,B2B,0.3902439024390244,-0.5416245539716065,2024,1,January,1,Wednesday,2024-01,1949.4900000000002,1071.0900000000001,878.4000000000001,45.06,28338.03,High Value,1949.4900000000002
ORD000297,CUST0037,PRD0028,2023-06-11,2.0,375.61,Customer_37,West,Consumer,2024-06-15,Product_28,Electronics,205.51,Regular,B2C,0.04878048780487805,0.23233847734520421,2023,6,June,2,Sunday,2023-06,751.22,411.02,340.20000000000005,45.29,26289.41,High Value,751.22
ORD000298,CUST0075,PRD0013,2024-01-15,3.0,326.99,Customer_75,North,Corporate,2022-04-10,Product_13,Office Supplies,162.15,Regular,B2B,0.0975609756097561,-0.004328708709030647,2024,1,January,1,Monday,2024-01,980.97,486.45000000000005,494.52,50.41,11561.58,Medium Value,980.97
ORD000299,CUST0070,PRD0031,2024-10-17,12.0,490.91,Customer_70,South,Home Office,2022-01-23,Product_31,Electronics,246.19,Bulk,B2B-Home,0.5365853658536586,0.7935833673504136,2024,10,October,4,Thursday,2024-10,5890.92,2954.2799999999997,2936.6400000000003,49.85,11016.12,Medium Value,5890.92
ORD000300,CUST0146,PRD0014,2023-12-24,8.0,635.89,Customer_146,East,Corporate,2023-04-02,Product_14,Office Supplies,387.94,Regular,B2B,0.34146341463414637,1.4993013565347606,2023,12,December,4,Sunday,2023-12,5087.12,3103.52,1983.6,38.99,14648.6,Medium Value,5087.12
ORD000301,CUST0128,PRD0020,2023-07-07,1.0,291.11,Customer_128,North,Consumer,2023-02-22,Product_20,Furniture,372.1,Regular,B2C,0.0,-0.17898149841750338,2023,7,July,3,Friday,2023-07,291.11,372.1,-80.99000000000001,-27.82,9649.779999999999,Medium Value,291.11
ORD000302,CUST0085,PRD0018,2023-11-18,10.0,141.2,Customer_85,East,Home Office,2023-05-31,Product_18,Groceries,72.5,Regular,B2B-Home,0.43902439024390244,-0.9086972092646928,2023,11,November,4,Saturday,2023-11,1412.0,725.0,687.0,48.65,16345.86,Medium Value,1412.0
ORD000303,CUST0042,PRD0029,2024-03-25,7.0,154.64,Customer_42,East,Corporate,2023-08-04,Product_29,Furniture,100.75,Regular,B2B,0.2926829268292683,-0.8432754285043285,2024,3,March,1,Monday,2024-03,1082.48,705.25,377.23,34.85,9366.939999999999,Medium Value,1082.48
ORD000304,CUST0100,PRD0060,2024-04-18,7.0,320.42,Customer_100,North,Home Office,2023-06-29,Product_60,Groceries,231.92,Regular,B2B-Home,0.2926829268292683,-0.036309445286083736,2024,4,April,2,Thursday,2024-04,2242.94,1623.4399999999998,619.5000000000002,27.62,21793.51,High Value,2242.94
ORD000305,CUST0041,PRD0006,2023-01-13,13.0,100.25,Customer_41,East,Corporate,2023-03-23,Product_6,Groceries,73.48,Bulk,B2B,0.5853658536585366,-1.108029197518928,2023,1,January,1,Friday,2023-01,1303.25,955.24,348.01,26.7,11456.41,Medium Value,1303.25
ORD000306,CUST0166,PRD0032,2023-07-03,1.0,216.61,Customer_166,North,Corporate,2024-03-08,Product_32,Electronics,119.01,Regular,B2B,0.0,-0.5416245539716065,2023,7,July,3,Monday,2023-07,216.61,119.01,97.60000000000001,45.06,29296.449999999997,High Value,216.61
ORD000307,CUST0034,PRD0029,2023-04-21,9.0,154.64,Customer_34,South,Corporate,2023-05-03,Product_29,Furniture,100.75,Regular,B2B,0.3902439024390244,-0.8432754285043285,2023,4,April,2,Friday,2023-04,1391.7599999999998,906.75,485.00999999999976,34.85,8270.08,Low Value,1391.7599999999998
ORD000308,CUST0017,PRD0043,2024-05-22,8.0,674.74,Customer_17,West,Corporate,2023-04-19,Product_43,Furniture,324.9,Regular,B2B,0.34146341463414637,1.688411191545189,2024,5,May,2,Wednesday,2024-05,5397.92,2599.2,2798.7200000000003,51.85,15212.76,Medium Value,5397.92
ORD000309,CUST0165,PRD0002,2023-10-17,4.0,136.86,Customer_165,South,Unknown,2024-05-22,Product_2,Clothing,102.15,Regular,,0.14634146341463414,-0.9298229926352269,2023,10,October,4,Tuesday,2023-10,547.44,408.6,138.84000000000003,25.36,9121.480000000001,Low Value,547.44
ORD000310,CUST0153,PRD0060,2023-10-22,10.0,320.42,Customer_153,North,Home Office,2023-10-26,Product_60,Groceries,231.92,Regular,B2B-Home,0.43902439024390244,-0.036309445286083736,2023,10,October,4,Sunday,2023-10,3204.2000000000003,2319.2,885.0000000000005,27.62,15670.85,Medium Value,3204.2000000000003
ORD000311,CUST0230,PRD0023,2024-03-26,11.0,201.54,Customer_230,North,Corporate,2023-10-15,Product_23,Electronics,115.59,Bulk,B2B,0.4878048780487805,-0.6149806727259736,2024,3,March,1,Tuesday,2024-03,2216.94,1271.49,945.45,42.65,3446.52,Low Value,2216.94
ORD000312,CUST0122,PRD0019,2023-08-03,5.0,458.22,Customer_122,North,Consumer,2023-12-28,Product_19,Furniture,269.11,Regular,B2C,0.1951219512195122,0.6344585151884856,2023,8,August,3,Thursday,2023-08,2291.1000000000004,1345.5500000000002,945.5500000000002,41.27,13334.26,Medium Value,2291.1000000000004
ORD000313,CUST0076,PRD0031,2024-09-23,2.0,490.91,Customer_76,South,Consumer,2024-03-12,Product_31,Electronics,246.19,Regular,B2C,0.04878048780487805,0.7935833673504136,2024,9,September,3,Monday,2024-09,981.82,492.38,489.44000000000005,49.85,13324.84,Medium Value,981.82
ORD000314,CUST0087,PRD0051,2024-07-20,13.0,502.39,Customer_87,South,Corporate,2024-03-02,Product_51,Furniture,372.16,Bulk,B2B,0.5853658536585366,0.8494644717498913,2024,7,July,3,Saturday,2024-07,6531.07,4838.08,1692.9899999999998,25.92,12915.939999999999,Medium Value,6531.07
ORD000315,CUST0117,PRD0005,2023-01-27,9.0,160.38,Customer_117,North,Corporate,2024-06-16,Product_5,Office Supplies,117.61,Regular,B2B,0.3902439024390244,-0.8153348763045895,2023,1,January,1,Friday,2023-01,1443.42,1058.49,384.93000000000006,26.67,18738.5,Medium Value,1443.42
ORD000316,CUST0106,PRD0019,2024-09-21,12.0,458.22,Customer_106,South,Corporate,2023-07-31,Product_19,Furniture,269.11,Bulk,B2B,0.5365853658536586,0.6344585151884856,2024,9,September,3,Saturday,2024-09,5498.64,3229.32,2269.32,41.27,13823.58,Medium Value,5498.64
ORD000317,CUST0086,PRD0034,2023-08-19,12.0,138.13,Customer_86,East,Home Office,2022-01-16,Product_34,Clothing,65.97,Bulk,B2B-Home,0.5365853658536586,-0.9236410237687344,2023,8,August,3,Saturday,2023-08,1657.56,791.64,865.92,52.24,9032.79,Low Value,1657.56
ORD000318,CUST0213,PRD0010,2024-07-18,6.0,260.5,Customer_213,North,Consumer,2023-09-26,Product_10,Furniture,167.11,Regular,B2C,0.24390243902439024,-0.32798155117604166,2024,7,July,3,Thursday,2024-07,1563.0,1002.6600000000001,560.3399999999999,35.85,11388.64,Medium Value,1563.0
ORD000319,CUST0027,PRD0025,2023-11-17,3.0,143.9,Customer_27,South,Consumer,2024-01-21,Product_25,Clothing,78.88,Regular,B2C,0.0975609756097561,-0.8955544408083695,2023,11,November,4,Friday,2023-11,431.70000000000005,236.64,195.06000000000006,45.18,8937.84,Low Value,431.70000000000005
ORD000320,CUST0057,PRD0002,2023-08-21,12.0,136.86,Customer_57,West,Home Office,2024-01-20,Product_2,Clothing,102.15,Bulk,B2B-Home,0.5365853658536586,-0.9298229926352269,2023,8,August,3,Monday,2023-08,1642.3200000000002,1225.8000000000002,416.52,25.36,16352.6,Medium Value,1642.3200000000002
ORD000321,CUST0031,PRD0011,2024-10-31,7.0,816.42,Customer_31,North,Home Office,2022-04-28,Product_11,Groceries,393.04,Regular,B2B-Home,0.2926829268292683,2.3780657970606964,2024,10,October,4,Thursday,2024-10,5714.94,2751.28,2963.6599999999994,51.86,17397.95,Medium Value,5714.94
ORD000322,CUST0134,PRD0050,2024-03-12,9.0,285.21,Customer_134,North,Corporate,2023-09-18,Product_50,Clothing,142.8,Regular,B2B,0.3902439024390244,-0.20770088134058018,2024,3,March,1,Tuesday,2024-03,2566.89,1285.2,1281.6899999999998,49.93,13210.79,Medium Value,2566.89
ORD000323,CUST0219,PRD0031,2024-06-16,3.0,490.91,Customer_219,West,Corporate,2024-04-22,Product_31,Electronics,246.19,Regular,B2B,0.0975609756097561,0.7935833673504136,2024,6,June,2,Sunday,2024-06,1472.73,738.5699999999999,734.1600000000001,49.85,5375.400000000001,Low Value,1472.73
ORD000324,CUST0168,PRD0056,2024-02-07,2.0,711.44,Customer_168,East,Home Office,2024-05-30,Product_56,Groceries,375.64,Regular,B2B-Home,0.04878048780487805,1.8670554887107675,2024,2,February,1,Wednesday,2024-02,1422.88,751.28,671.6000000000001,47.2,8955.15,Low Value,1422.88
ORD000325,CUST0098,PRD0015,2023-02-22,7.0,547.01,Customer_98,West,Consumer,2023-11-06,Product_15,Office Supplies,346.88,Regular,B2C,0.2926829268292683,1.0666608897206844,2023,2,February,1,Wednesday,2023-02,3829.0699999999997,2428.16,1400.9099999999999,36.59,26418.614999999998,High Value,3829.0699999999997
ORD000326,CUST0012,PRD0009,2023-11-09,7.0,365.6,Customer_12,East,Consumer,2024-02-26,Product_9,Clothing,212.18,Regular,B2C,0.2926829268292683,0.1836128802163912,2023,11,November,4,Thursday,2023-11,2559.2000000000003,1485.26,1073.9400000000003,41.96,18815.17,Medium Value,2559.2000000000003
ORD000327,CUST0237,PRD0023,2023-10-08,4.0,201.54,Customer_237,South,Home Office,2023-06-01,Product_23,Electronics,115.59,Regular,B2B-Home,0.14634146341463414,-0.6149806727259736,2023,10,October,4,Sunday,2023-10,806.16,462.36,343.79999999999995,42.65,24063.03,High Value,806.16
ORD000328,CUST0249,PRD0019,2024-12-26,11.0,458.22,Customer_249,North,Home Office,2023-05-26,Product_19,Furniture,269.11,Bulk,B2B-Home,0.4878048780487805,0.6344585151884856,2024,12,December,4,Thursday,2024-12,5040.42,2960.21,2080.21,41.27,23289.71,High Value,5040.42
ORD000329,CUST0053,PRD0009,2023-01-31,9.0,365.6,Customer_53,East,Consumer,2022-08-08,Product_9,Clothing,212.18,Regular,B2C,0.3902439024390244,0.1836128802163912,2023,1,January,1,Tuesday,2023-01,3290.4,1909.6200000000001,1380.78,41.96,10522.06,Medium Value,3290.4
ORD000330,CUST0199,PRD0035,2023-12-03,14.0,387.88,Customer_199,North,Corporate,2024-06-09,Product_35,Electronics,195.05,Bulk,B2B,0.6341463414634146,0.29206505844116176,2023,12,December,4,Sunday,2023-12,5430.32,2730.7000000000003,2699.6199999999994,49.71,26612.1,High Value,5430.32
ORD000331,CUST0138,PRD0021,2023-07-02,8.0,472.24,Customer_138,North,Corporate,2023-01-11,Product_21,Office Supplies,224.92,Regular,B2B,0.34146341463414637,0.7027035573209489,2023,7,July,3,Sunday,2023-07,3777.92,1799.36,1978.5600000000002,52.37,13040.19,Medium Value,3777.92
ORD000332,CUST0173,PRD0009,2023-01-23,13.0,365.6,Customer_173,East,Consumer,2022-12-08,Product_9,Clothing,212.18,Bulk,B2C,0.5853658536585366,0.1836128802163912,2023,1,January,1,Monday,2023-01,4752.8,2758.34,1994.46,41.96,9436.92,Medium Value,4752.8
ORD000333,CUST0145,PRD0028,2024-06-27,13.0,375.61,Customer_145,West,Consumer,2024-05-18,Product_28,Electronics,205.51,Bulk,B2C,0.5853658536585366,0.23233847734520421,2024,6,June,2,Thursday,2024-06,4882.93,2671.63,2211.3,45.29,28262.845,High Value,4882.93
ORD000334,CUST0154,PRD0046,2024-03-21,1.0,400.12,Customer_154,East,Consumer,2023-10-25,Product_46,Office Supplies,305.29,Regular,B2C,0.0,0.35164560877649365,2024,3,March,1,Thursday,2024-03,400.12,305.29,94.82999999999998,23.7,14464.37,Medium Value,400.12
ORD000335,CUST0213,PRD0051,2023-03-15,1.0,502.39,Customer_213,North,Consumer,2023-09-26,Product_51,Furniture,372.16,Regular,B2C,0.0,0.8494644717498913,2023,3,March,1,Wednesday,2023-03,502.39,372.16,130.22999999999996,25.92,11388.64,Medium Value,502.39
ORD000336,CUST0220,PRD0007,2023-01-10,5.0,723.68,Customer_220,East,Corporate,2023-10-20,Product_7,Clothing,359.22,Regular,B2B,0.1951219512195122,1.9266360390460988,2023,1,January,1,Tuesday,2023-01,3618.3999999999996,1796.1000000000001,1822.2999999999995,50.36,15534.15,Medium Value,3618.3999999999996
ORD000337,CUST0190,PRD0016,2024-04-28,6.0,544.93,Customer_190,South,Home Office,2024-04-30,Product_16,Office Supplies,327.74,Regular,B2B-Home,0.24390243902439024,1.0565360903172945,2024,4,April,2,Sunday,2024-04,3269.58,1966.44,1303.1399999999999,39.86,20038.690000000002,High Value,3269.58
ORD000338,CUST0122,PRD0016,2024-03-31,3.0,544.93,Customer_122,North,Consumer,2023-12-28,Product_16,Office Supplies,327.74,Regular,B2C,0.0975609756097561,1.0565360903172945,2024,3,March,1,Sunday,2024-03,1634.79,983.22,651.5699999999999,39.86,13334.26,Medium Value,1634.79
ORD000339,CUST0046,PRD0060,2024-07-19,13.0,320.42,Customer_46,West,Home Office,2022-03-17,Product_60,Groceries,231.92,Bulk,B2B-Home,0.5853658536585366,-0.036309445286083736,2024,7,July,3,Friday,2024-07,4165.46,3014.96,1150.5,27.62,28122.76,High Value,4165.46
ORD000340,CUST0064,PRD0033,2024-07-17,9.0,406.65,Customer_64,North,Home Office,2023-07-05,Product_33,Groceries,234.59,Regular,B2B-Home,0.3902439024390244,0.3834316376727122,2024,7,July,3,Wednesday,2024-07,3659.85,2111.31,1548.54,42.31,11935.43,Medium Value,3659.85
ORD000341,CUST0130,PRD0004,2024-10-21,12.0,110.29,Customer_130,West,Home Office,2023-09-09,Product_4,Electronics,78.69,Bulk,B2B-Home,0.5365853658536586,-1.059157569629489,2024,10,October,4,Monday,2024-10,1323.48,944.28,379.20000000000005,28.65,29687.56,High Value,1323.48
ORD000342,CUST0054,PRD0004,2023-06-09,10.0,110.29,Customer_54,West,Corporate,2022-03-10,Product_4,Electronics,78.69,Regular,B2B,0.43902439024390244,-1.059157569629489,2023,6,June,2,Friday,2023-06,1102.9,786.9,316.0000000000001,28.65,25861.08,High Value,1102.9
ORD000343,CUST0107,PRD0039,2023-01-14,14.0,112.92,Customer_107,South,Corporate,2023-02-21,Product_39,Electronics,58.09,Bulk,B2B,0.6341463414634146,-1.046355539614626,2023,1,January,1,Saturday,2023-01,1580.88,813.26,767.6200000000001,48.56,10106.86,Medium Value,1580.88
ORD000344,CUST0193,PRD0040,2023-06-27,6.0,37.04,Customer_193,North,Corporate,2022-05-24,Product_40,Groceries,30.03,Regular,B2B,0.24390243902439024,-1.4157160101575166,2023,6,June,2,Tuesday,2023-06,222.24,180.18,42.06,18.93,16156.54,Medium Value,222.24
ORD000345,CUST0051,PRD0017,2024-02-16,4.0,160.45,Customer_51,East,Home Office,2023-11-28,Product_17,Clothing,106.87,Regular,B2B-Home,0.14634146341463414,-0.8149941378631292,2024,2,February,1,Friday,2024-02,641.8,427.48,214.31999999999994,33.39,22998.519999999997,High Value,641.8
ORD000346,CUST0181,PRD0037,2023-02-22,12.0,38.5,Customer_181,North,Corporate,2022-08-21,Product_37,Furniture,25.47,Bulk,B2B,0.5365853658536586,-1.4086091798070604,2023,2,February,1,Wednesday,2023-02,462.0,305.64,156.36,33.84,9609.62,Medium Value,462.0
ORD000347,CUST0036,PRD0039,2024-02-12,7.0,112.92,Customer_36,North,Home Office,2024-06-03,Product_39,Electronics,58.09,Regular,B2B-Home,0.2926829268292683,-1.046355539614626,2024,2,February,1,Monday,2024-02,790.44,406.63,383.81000000000006,48.56,7275.29,Low Value,790.44
ORD000348,CUST0115,PRD0060,2023-01-22,8.0,320.42,Customer_115,East,Corporate,2023-08-30,Product_60,Groceries,231.92,Regular,B2B,0.34146341463414637,-0.036309445286083736,2023,1,January,1,Sunday,2023-01,2563.36,1855.36,708.0000000000002,27.62,19580.71,High Value,2563.36
ORD000349,CUST0026,PRD0052,2023-01-30,9.0,476.07,Customer_26,South,Home Office,2023-05-28,Product_52,Furniture,333.09,Regular,B2B-Home,0.3902439024390244,0.7213468177608444,2023,1,January,1,Monday,2023-01,4284.63,2997.81,1286.8200000000002,30.03,28628.86,High Value,4284.63
ORD000350,CUST0029,PRD0029,2024-12-03,13.0,154.64,Customer_29,West,Consumer,2022-04-06,Product_29,Furniture,100.75,Bulk,B2C,0.5853658536585366,-0.8432754285043285,2024,12,December,4,Tuesday,2024-12,2010.3199999999997,1309.75,700.5699999999997,34.85,35541.26,High Value,2010.3199999999997
ORD000351,CUST0149,PRD0052,2023-09-17,11.0,476.07,Customer_149,North,Consumer,2023-11-20,Product_52,Furniture,333.09,Bulk,B2C,0.4878048780487805,0.7213468177608444,2023,9,September,3,Sunday,2023-09,5236.7699999999995,3663.99,1572.7799999999997,30.03,20440.949999999997,High Value,5236.7699999999995
ORD000352,CUST0011,PRD0036,2023-07-24,6.0,291.11,Customer_11,East,Consumer,2024-04-10,Product_36,Clothing,215.37,Regular,B2C,0.24390243902439024,-0.17898149841750338,2023,7,July,3,Monday,2023-07,1746.66,1292.22,454.44000000000005,26.02,20185.96,High Value,1746.66
ORD000353,CUST0040,PRD0060,2023-02-28,6.0,320.42,Customer_40,East,Home Office,2023-12-05,Product_60,Groceries,231.92,Regular,B2B-Home,0.24390243902439024,-0.036309445286083736,2023,2,February,1,Tuesday,2023-02,1922.52,1391.52,531.0,27.62,15046.16,Medium Value,1922.52
ORD000354,CUST0011,PRD0038,2024-04-15,8.0,199.83,Customer_11,East,Consumer,2024-04-10,Product_38,Office Supplies,137.96,Regular,B2C,0.34146341463414637,-0.6233044260816448,2024,4,April,2,Monday,2024-04,1598.64,1103.68,494.96000000000004,30.96,20185.96,High Value,1598.64
ORD000355,CUST0164,PRD0039,2024-04-10,12.0,112.92,Customer_164,West,Consumer,2024-05-16,Product_39,Electronics,58.09,Bulk,B2C,0.5365853658536586,-1.046355539614626,2024,4,April,2,Wednesday,2024-04,1355.04,697.08,657.9599999999999,48.56,19909.52,High Value,1355.04
ORD000356,CUST0113,PRD0050,2023-01-12,5.0,285.21,Customer_113,West,Consumer,2023-02-01,Product_50,Clothing,142.8,Regular,B2C,0.1951219512195122,-0.20770088134058018,2023,1,January,1,Thursday,2023-01,1426.05,714.0,712.05,49.93,9162.11,Low Value,1426.05
ORD000357,CUST0187,PRD0037,2024-09-22,14.0,38.5,Customer_187,South,Corporate,2024-01-05,Product_37,Furniture,25.47,Bulk,B2B,0.6341463414634146,-1.4086091798070604,2024,9,September,3,Sunday,2024-09,539.0,356.58,182.42000000000002,33.84,29348.76,High Value,539.0
ORD000358,CUST0039,PRD0052,2023-10-17,3.0,291.11,Customer_39,North,Consumer,2022-07-08,Product_52,Furniture,333.09,Regular,B2C,0.0975609756097561,-0.17898149841750338,2023,10,October,4,Tuesday,2023-10,873.33,999.27,-125.93999999999994,-14.42,22167.1,High Value,873.33
ORD000359,CUST0232,PRD0035,2023-12-20,12.0,387.88,Customer_232,West,Corporate,2022-06-19,Product_35,Electronics,195.05,Bulk,B2B,0.5365853658536586,0.29206505844116176,2023,12,December,4,Wednesday,2023-12,4654.5599999999995,2340.6000000000004,2313.959999999999,49.71,8366.31,Low Value,4654.5599999999995
ORD000360,CUST0227,PRD0007,2024-09-30,3.0,723.68,Customer_227,North,Home Office,2022-08-18,Product_7,Clothing,359.22,Regular,B2B-Home,0.0975609756097561,1.9266360390460988,2024,9,September,3,Monday,2024-09,2171.04,1077.66,1093.3799999999999,50.36,26700.985,High Value,2171.04
