OrderID,Date,Product,Category,Quantity,UnitPrice,Region,PaymentMode,CustomerID
ORD1055,2025-03-20,Wireless Mouse,Electronics,6.0,646.8,North,Cash,CUST1215
ORD2391,2025-06-28,Coffee Mug,Kitchen,1.0,,North,Debit Card,CUST1706
ORD1760,2025-05-24,LED Desk Lamp,Electronics,1.0,880.73,South,Credit Card,CUST1220
ORD2205,2025-04-19,USB-C Cable,Electronics,7.0,228.81,East,Cash,CUST1260
ORD1351,2025-01-17,Table Lamp,Furniture,1.0,1303.21,North,Debit Card,CUST1032
ORD1346,2025-02-12,Office Chair,Furniture,6.0,5353.42,West,Credit Card,CUST1696
ORD1895,2025-04-16,USB-C Cable,Electronics,4.0,258.75,North,Credit Card,CUST1585
ORD1170,2025-06-23,Notebook Set,Stationery,7.0,162.92,East,Credit Card,CUST1809
ORD1593,2025-04-09,Coffee Mug,Kitchen,1.0,180.6,South,Cash,CUST1972
ORD1810,2025-06-18,Bluetooth Speaker,Electronics,7.0,1406.02,West,Net Banking,CUST1157
ORD2363,2025-01-03,Table Lamp,Furniture,8.0,1273.43,East,Cash,CUST1230
ORD1308,2025-05-13,Coffee Mug,Kitchen,8.0,185.03,South,Cash,CUST1953
ORD1264,2025-07-24,Bluetooth Speaker,Electronics,6.0,1480.1,West,Debit Card,CUST1916
ORD2208,2025-04-27,Table Lamp,Furniture,8.0,1228.69,East,Cash,CUST1989
ORD1738,2025-01-28,USB-C Cable,Electronics,2.0,249.16,East,Credit Card,CUST1822
ORD1513,2025-02-21,Backpack,Accessories,4.0,1332.97,North,Debit Card,CUST1800
ORD1501,2025-04-15,Water Bottle,Accessories,2.0,301.15,South,Debit Card,CUST1315
ORD1798,2025-03-02,Bluetooth Speaker,Electronics,7.0,1446.39,South,Cash,CUST1598
ORD2233,2025-05-12,Table Lamp,Furniture,2.0,1248.5,West,Debit Card,CUST1985
ORD1498,2025-03-02,Office Chair,Furniture,5.0,4760.04,East,Debit Card,CUST1717
ORD1957,2025-05-01,USB-C Cable,Electronics,6.0,245.07,East,Cash,CUST1171
ORD2177,2025-01-11,USB-C Cable,Electronics,3.0,237.06,West,Cash,CUST1898
ORD1410,2025-07-28,Backpack,Accessories,3.0,1247.15,South,Debit Card,CUST1321
ORD1102,2025-07-18,USB-C Cable,Electronics,8.0,247.25,East,Cash,CUST1872
ORD2277,2025-05-06,Wireless Mouse,Electronics,1.0,579.83,South,Debit Card,CUST1024
ORD1213,2025-05-08,Wireless Mouse,Electronics,7.0,560.15,West,Net Banking,CUST1720
ORD1833,2025-04-08,Yoga Mat,Fitness,2.0,843.76,East,Cash,CUST1900
ORD2165,2025-02-13,Table Lamp,Furniture,1.0,1175.27,West,Net Banking,CUST1266
ORD2489,2025-01-01,Desk Organizer,Stationery,4.0,335.08,East,Net Banking,CUST1455
ORD1340,2025-01-31,Desk Organizer,Stationery,8.0,335.52,West,Net Banking,CUST1945
ORD1735,2025-05-13,Notebook Set,Stationery,1.0,156.06,North,Credit Card,CUST1562
ORD1698,2025-03-01,Water Bottle,Accessories,1.0,309.08,East,Debit Card,CUST1480
ORD1199,2025-07-12,Desk Organizer,Stationery,7.0,374.69,North,Cash,CUST1614
ORD2050,2025-03-14,Water Bottle,Accessories,8.0,326.28,South,Net Banking,CUST1292
ORD1367,2025-05-23,Backpack,Accessories,3.0,1270.01,East,UPI,CUST1338
ORD2418,2025-05-10,Backpack,Accessories,7.0,1366.63,West,Credit Card,CUST1780
ORD2316,2025-06-08,Yoga Mat,Fitness,8.0,841.2,West,Net Banking,CUST1127
ORD1463,2025-07-26,Table Lamp,Furniture,2.0,1103.85,East,Cash,CUST1140
ORD1216,2025-04-14,Bluetooth Speaker,Electronics,1.0,1638.77,South,Net Banking,CUST1471
ORD2361,2025-03-22,Bluetooth Speaker,Electronics,4.0,1477.65,West,UPI,CUST1449
ORD1253,2025-01-13,Bluetooth Speaker,Electronics,4.0,1474.96,West,Credit Card,CUST1113
ORD1152,2025-06-11,Notebook Set,Stationery,5.0,163.82,North,Debit Card,CUST1100
ORD1194,2025-04-21,Notebook Set,Stationery,8.0,160.57,West,Cash,CUST1847
ORD2450,2025-06-18,Coffee Mug,Kitchen,2.0,208.32,East,Net Banking,CUST1199
ORD1558,2025-03-30,USB-C Cable,Electronics,7.0,237.25,West,Net Banking,CUST1623
ORD2190,2025-02-01,Desk Organizer,Stationery,7.0,340.17,North,Cash,
ORD1068,2025-04-18,Notebook Set,Stationery,7.0,154.28,South,Net Banking,CUST1582
ORD1130,2025-07-15,Wireless Mouse,Electronics,5.0,608.13,South,Debit Card,CUST1531
ORD1344,2025-07-21,Yoga Mat,Fitness,2.0,803.08,East,Credit Card,CUST1939
ORD2223,2025-01-06,Backpack,Accessories,3.0,1243.93,South,Debit Card,CUST1352
ORD1300,2025-04-11,Bluetooth Speaker,Electronics,8.0,1638.91,South,Net Banking,CUST1361
ORD1922,2025-02-06,LED Desk Lamp,Electronics,5.0,912.32,South,Credit Card,CUST1318
ORD2268,2025-05-25,LED Desk Lamp,Electronics,8.0,970.97,West,Debit Card,
ORD2452,2025-05-21,Desk Organizer,Stationery,8.0,325.83,West,Credit Card,
ORD1370,2025-07-05,Yoga Mat,Fitness,4.0,795.71,East,Cash,CUST1979
ORD1503,2025-03-25,Notebook Set,Stationery,3.0,136.82,South,Cash,CUST1405
ORD1240,2025-02-11,Office Chair,Furniture,3.0,5330.28,South,Debit Card,CUST1044
ORD1585,2025-02-27,Water Bottle,Accessories,5.0,294.24,East,Cash,CUST1266
ORD1999,2025-01-13,Desk Organizer,Stationery,5.0,371.39,North,Debit Card,CUST1625
ORD1187,2025-02-02,Wireless Mouse,Electronics,7.0,602.13,North,Debit Card,CUST1459
ORD1732,2025-02-21,Wireless Mouse,Electronics,5.0,562.43,South,Net Banking,CUST1173
ORD2121,2025-04-20,Bluetooth Speaker,Electronics,6.0,1646.49,West,Cash,CUST1057
ORD2058,2025-07-07,Bluetooth Speaker,Electronics,8.0,1618.97,South,Net Banking,CUST1119
ORD2120,2025-04-04,Office Chair,Furniture,6.0,5308.49,North,Cash,CUST1389
ORD1995,2025-01-15,Water Bottle,Accessories,6.0,316.21,North,Debit Card,CUST1121
ORD1302,2025-01-28,Wireless Mouse,Electronics,7.0,555.15,East,Cash,CUST1782
ORD1283,2025-07-16,Backpack,Accessories,7.0,1383.0,North,UPI,CUST1995
ORD1977,2025-05-25,Desk Organizer,Stationery,3.0,376.64,South,Cash,CUST1301
ORD2127,2025-02-22,Desk Organizer,Stationery,6.0,348.77,East,UPI,CUST1629
ORD2350,2025-01-22,USB-C Cable,Electronics,3.0,261.53,East,Debit Card,CUST1531
ORD1530,2025-07-27,Water Bottle,Accessories,4.0,307.35,North,Debit Card,CUST1144
ORD2082,2025-05-13,Office Chair,Furniture,5.0,4872.04,West,Debit Card,CUST1348
ORD1109,2025-06-27,Backpack,Accessories,4.0,1248.65,East,Debit Card,CUST1566
ORD2323,2025-01-27,Bluetooth Speaker,Electronics,1.0,1527.53,North,Net Banking,CUST1808
ORD1122,2025-01-21,Desk Organizer,Stationery,3.0,330.84,North,UPI,CUST1002
ORD1450,2025-04-11,Desk Organizer,Stationery,8.0,324.02,East,Debit Card,CUST1384
ORD1280,2025-05-11,Water Bottle,Accessories,4.0,276.36,South,UPI,CUST1242
ORD1568,2025-03-12,Notebook Set,Stationery,6.0,158.64, west ,Credit Card,CUST1697
ORD1681,2025-05-12,Desk Organizer,Stationery,3.0,325.33,South,Net Banking,CUST1854
ORD1920,2025-03-11,Bluetooth Speaker,Electronics,3.0,1396.32,North,Credit Card,CUST1981
ORD1791,2025-01-15,Office Chair,Furniture,5.0,5274.6,North,Net Banking,CUST1481
ORD1511,2025-04-25,LED Desk Lamp,Electronics,3.0,815.33,South,Cash,CUST1510
ORD1546,2025-01-12,Coffee Mug,Kitchen,5.0,196.6,East,UPI,CUST1857
ORD2297,2025-06-30,Table Lamp,Furniture,8.0,1261.94, north ,Credit Card,CUST1551
ORD1747,2025-06-08,Notebook Set,Stationery,6.0,138.75,North,Credit Card,CUST1942
ORD2095,2025-01-02,USB-C Cable,Electronics,2.0,270.13,West,Cash,CUST1714
ORD2335,2025-01-30,USB-C Cable,Electronics,3.0,238.57,South,Net Banking,CUST1934
ORD1649,2025-02-07,LED Desk Lamp,Electronics,1.0,933.27,East,UPI,CUST1771
ORD2143,2025-04-04,Backpack,Accessories,2.0,1272.21,South,UPI,CUST1114
ORD1067,2025-06-20,LED Desk Lamp,Electronics,7.0,867.75,East,Net Banking,CUST1130
ORD1648,2025-06-21,Wireless Mouse,Electronics,1.0,563.05,South,Cash,CUST1699
ORD1571,2025-04-09,Wireless Mouse,Electronics,1.0,558.62,South,UPI,CUST1662
ORD1972,2025-05-14,Notebook Set,Stationery,6.0,154.3,South,Cash,CUST1560
ORD2075,2025-06-03,Bluetooth Speaker,Electronics,6.0,1523.3,West,Cash,CUST1643
ORD2432,2025-05-27,Desk Organizer,Stationery,6.0,370.93,East,,CUST1952
ORD1603,2025-05-02,LED Desk Lamp,Electronics,3.0,846.05,North,Cash,CUST1430
ORD1389,2025-01-22,Office Chair,Furniture,8.0,5344.26,East,Net Banking,CUST1878
ORD1553,2025-02-21,Backpack,Accessories,3.0,1385.8,East,Cash,CUST1932
ORD1912,2025-02-14,LED Desk Lamp,Electronics,2.0,876.38,North,UPI,CUST1935
ORD1372,2025-06-28,Notebook Set,Stationery,4.0,145.92,South,Net Banking,CUST1329
ORD1525,2025-04-04,USB-C Cable,Electronics,2.0,242.7,West,Net Banking,CUST1103
ORD1651,2025-07-09,Desk Organizer,Stationery,4.0,365.92,West,UPI,CUST1523
ORD1318,2025-02-14,Water Bottle,Accessories,8.0,323.65,East,Net Banking,CUST1362
ORD1954,2025-07-07,Table Lamp,Furniture,5.0,1190.59,North,Net Banking,CUST1911
ORD1963,2025-03-08,Office Chair,Furniture,4.0,4983.92,North,Cash,CUST1086
ORD1587,2025-05-30,Desk Organizer,Stationery,2.0,347.06,South,Net Banking,CUST1122
ORD1708,2025-01-12,Notebook Set,Stationery,3.0,151.19,South,UPI,CUST1644
ORD1132,2025-05-01,Bluetooth Speaker,Electronics,6.0,1471.52,East,Credit Card,CUST1878
ORD1943,2025-01-14,USB-C Cable,Electronics,1.0,259.13,East,Credit Card,CUST1881
ORD2270,2025-02-08,Coffee Mug,Kitchen,6.0,182.65,West,Debit Card,CUST1238
ORD1804,2025-04-07,Table Lamp,Furniture,6.0,1252.81,East,Credit Card,CUST1496
ORD1492,2025-05-07,Yoga Mat,Fitness,4.0,836.15,South,UPI,CUST1006
ORD2302,2025-04-03,Coffee Mug,Kitchen,1.0,190.27,South,Credit Card,CUST1200
ORD1985,2025-06-13,Desk Organizer,Stationery,1.0,379.22,West,Cash,CUST1155
ORD1465,2025-01-03,Yoga Mat,Fitness,3.0,789.43,South,UPI,CUST1941
ORD2034,2025-01-01,Desk Organizer,Stationery,2.0,340.96,East,Net Banking,CUST1033
ORD1125,2025-05-31,Desk Organizer,Stationery,4.0,343.77,South,UPI,CUST1930
ORD2256,2025-05-30,USB-C Cable,Electronics,4.0,265.08,East,Debit Card,CUST1100
ORD2448,2025-01-05,Water Bottle,Accessories,6.0,321.33,East,Debit Card,CUST1239
ORD2342,2025-04-20,Yoga Mat,Fitness,4.0,866.28,South,Net Banking,CUST1301
ORD1650,2025-01-09,USB-C Cable,Electronics,6.0,264.64,North,Net Banking,CUST1888
ORD1918,2025-07-10,Desk Organizer,Stationery,5.0,315.67,East,UPI,CUST1328
ORD1386,2025-01-21,Backpack,Accessories,6.0,1418.33,West,Net Banking,CUST1249
ORD1289,2025-05-09,Bluetooth Speaker,Electronics,3.0,1526.52,South,UPI,CUST1674
ORD1906,2025-07-10,Backpack,Accessories,1.0,1386.06,East,Net Banking,CUST1742
ORD1874,2025-03-04,Wireless Mouse,Electronics,7.0,656.96,North,Net Banking,CUST1396
ORD1863,2025-03-23,Office Chair,Furniture,2.0,5056.33,North,UPI,CUST1325
ORD1053,2025-05-22,Coffee Mug,Kitchen,7.0,201.42,North,Credit Card,CUST1967
ORD1595,2025-03-30,Table Lamp,Furniture,5.0,1110.02,West,Net Banking,CUST1602
ORD1617,2025-07-05,Table Lamp,Furniture,1.0,1314.48,South,Credit Card,CUST1426
ORD1825,2025-07-10,USB-C Cable,Electronics,5.0,242.03,West,Debit Card,CUST1982
ORD1751,2025-05-03,Backpack,Accessories,1.0,1299.64,West,UPI,CUST1468
ORD1040,2025-05-29,Wireless Mouse,Electronics,1.0,628.71,North,Credit Card,CUST1598
ORD1339,2025-05-27,Table Lamp,Furniture,1.0,1141.82, east ,UPI,
ORD1728,2025-06-07,USB-C Cable,Electronics,1.0,232.1,North,Credit Card,CUST1843
ORD1902,2025-03-20,Bluetooth Speaker,Electronics,5.0,1501.01,East,Credit Card,CUST1116
ORD2137,2025-06-12,Bluetooth Speaker,Electronics,4.0,1602.72,East,Cash,CUST1661
ORD2210,2025-01-05,USB-C Cable,Electronics,1.0,243.77,North,UPI,CUST1671
ORD1083,2025-05-19,Water Bottle,Accessories,8.0,293.96,South,Debit Card,CUST1398
ORD1115,2025-05-22,Wireless Mouse,Electronics,5.0,622.65,South,Debit Card,CUST1105
ORD2174,2025-03-07,Yoga Mat,Fitness,2.0,734.33,North,Credit Card,CUST1340
ORD2020,2025-04-27,Yoga Mat,Fitness,3.0,781.0,South,Debit Card,CUST1737
ORD1451,2025-01-20,Coffee Mug,Kitchen,2.0,,East,Cash,CUST1465
ORD2025,2025-05-06,USB-C Cable,Electronics,4.0,253.56,West,Cash,CUST1014
ORD2301,2025-04-02,Table Lamp,Furniture,4.0,1100.67,East,UPI,CUST1239
ORD1270,2025-06-13,LED Desk Lamp,Electronics,1.0,822.59,West,Cash,CUST1525
ORD1953,2025-05-04,Yoga Mat,Fitness,6.0,737.18,West,Credit Card,CUST1145
ORD2271,2025-03-28,Backpack,Accessories,1.0,1418.01,West,Cash,CUST1661
ORD1809,2025-06-08,Wireless Mouse,Electronics,6.0,632.07,South,Cash,CUST1738
ORD1848,2025-01-06,Coffee Mug,Kitchen,6.0,187.42,South,UPI,CUST1559
ORD1377,2025-05-26,Backpack,Accessories,4.0,1298.82,East,Cash,CUST1781
ORD1556,2025-07-20,USB-C Cable,Electronics,7.0,229.7,South,UPI,CUST1580
ORD1096,2025-01-07,Yoga Mat,Fitness,5.0,811.11,West,Debit Card,CUST1964
ORD1757,2025-07-28,Notebook Set,Stationery,2.0,155.58,South,Net Banking,CUST1442
ORD1484,2025-02-12,Yoga Mat,Fitness,6.0,744.24,North,Net Banking,CUST1690
ORD2388,2025-02-11,LED Desk Lamp,Electronics,3.0,959.86,North,UPI,CUST1301
ORD2461,2025-05-18,Yoga Mat,Fitness,4.0,854.47,West,Cash,CUST1789
ORD1048,2025-05-20,Coffee Mug,Kitchen,5.0,203.44,North,Net Banking,CUST1306
ORD1799,2025-04-12,Bluetooth Speaker,Electronics,4.0,1351.78,North,Net Banking,CUST1802
ORD2133,2025-04-27,USB-C Cable,Electronics,3.0,267.97,South,Net Banking,CUST1511
ORD2070,2025-02-21,Office Chair,Furniture,3.0,5331.22,East,Net Banking,CUST1502
ORD1153,2025-06-30,Desk Organizer,Stationery,2.0,345.07,East,Credit Card,CUST1047
ORD1237,2025-04-03,Wireless Mouse,Electronics,5.0,560.7,South,Cash,CUST1970
ORD1054,2025-02-08,Table Lamp,Furniture,1.0,1279.24,South,Debit Card,CUST1130
ORD1394,2025-07-13,Backpack,Accessories,3.0,1374.47,North,Net Banking,CUST1763
ORD1123,2025-04-26,Backpack,Accessories,8.0,1244.77,South,Cash,CUST1723
ORD1355,2025-03-18,Wireless Mouse,Electronics,8.0,619.79,West,Net Banking,CUST1388
ORD1431,2025-05-06,Desk Organizer,Stationery,6.0,355.77,West,Net Banking,CUST1116
ORD1134,2025-01-10,USB-C Cable,Electronics,8.0,228.49,East,Cash,CUST1118
ORD1268,2025-03-20,LED Desk Lamp,Electronics,8.0,917.45,West,UPI,CUST1706
ORD1385,2025-05-15,Bluetooth Speaker,Electronics,3.0,1421.34,East,Cash,CUST1273
ORD1097,2025-02-20,Table Lamp,Furniture,2.0,1221.09,South,Credit Card,CUST1713
ORD1220,2025-07-18,Notebook Set,Stationery,6.0,144.56,South,UPI,
ORD1041,2025-05-09,Coffee Mug,Kitchen,3.0,181.36,North,UPI,CUST1070
ORD1219,2025-07-19,Water Bottle,Accessories,3.0,273.67,North,Net Banking,CUST1522
ORD2464,2025-04-27,Desk Organizer,Stationery,3.0,356.08,South,Credit Card,CUST1613
ORD1992,2025-06-11,Bluetooth Speaker,Electronics,6.0,1494.95,West,UPI,CUST1143
ORD1829,2025-04-02,Coffee Mug,Kitchen,3.0,184.61,East,Net Banking,CUST1255
ORD2390,2025-04-02,Coffee Mug,Kitchen,3.0,187.72,North,Net Banking,CUST1221
ORD1765,2025-03-15,Yoga Mat,Fitness,8.0,820.05,South,UPI,CUST1655
ORD1861,2025-02-22,Office Chair,Furniture,3.0,,South,UPI,CUST1316
ORD1012,2025-02-28,Wireless Mouse,Electronics,1.0,635.54,West,Cash,CUST1067
ORD2026,2025-04-20,Table Lamp,Furniture,4.0,1138.53,West,Net Banking,CUST1227
ORD2072,2025-04-29,Table Lamp,Furniture,4.0,1085.54,North,UPI,CUST1268
ORD2149,2025-04-19,USB-C Cable,Electronics,8.0,258.1,East,UPI,CUST1371
ORD2459,2025-01-23,LED Desk Lamp,Electronics,2.0,825.13,South,Credit Card,CUST1586
ORD2288,2025-02-13,USB-C Cable,Electronics,4.0,250.87,West,Net Banking,CUST1462
ORD1806,2025-05-20,Office Chair,Furniture,6.0,4822.72,West,Cash,CUST1888
ORD1756,2025-03-13,Backpack,Accessories,8.0,1215.84,South,Net Banking,CUST1702
ORD1946,2025-02-18,Office Chair,Furniture,7.0,5342.26,East,Debit Card,CUST1157
ORD2345,2025-06-07,Desk Organizer,Stationery,2.0,325.79,West,Net Banking,CUST1383
ORD1677,2025-07-23,Backpack,Accessories,5.0,1418.54,South,Cash,CUST1693
ORD1974,2025-01-27,USB-C Cable,Electronics,8.0,241.61,East,Cash,CUST1197
ORD1684,2025-07-05,Notebook Set,Stationery,8.0,162.46,East,UPI,CUST1687
ORD2498,2025-04-08,Backpack,Accessories,1.0,1419.55,South,Credit Card,CUST1276
ORD1862,2025-06-30,Table Lamp,Furniture,3.0,1182.23,South,Net Banking,CUST1939
ORD2378,2025-07-22,Table Lamp,Furniture,5.0,1172.88,South,Debit Card,CUST1255
ORD1669,2025-04-19,Desk Organizer,Stationery,2.0,328.45,West,Credit Card,CUST1764
ORD1517,2025-05-16,Coffee Mug,Kitchen,6.0,209.62,South,UPI,CUST1102
ORD1224,2025-05-01,Bluetooth Speaker,Electronics,8.0,1538.39,East,Net Banking,CUST1057
ORD1336,2025-04-14,Desk Organizer,Stationery,7.0,350.07,North,Debit Card,CUST1685
ORD1232,2025-06-23,Water Bottle,Accessories,1.0,316.3,East,Credit Card,CUST1337
ORD2212,2025-04-03,Yoga Mat,Fitness,7.0,847.68,North,UPI,CUST1138
ORD1572,2025-06-23,Notebook Set,Stationery,4.0,142.12,West,Net Banking,CUST1020
ORD2109,2025-01-08,Office Chair,Furniture,2.0,5236.75,North,Debit Card,CUST1694
ORD1468,2025-03-05,Office Chair,Furniture,5.0,5143.59,South,Net Banking,CUST1615
ORD2086,2025-06-02,Coffee Mug,Kitchen,6.0,185.95,East,Credit Card,CUST1762
ORD2484,2025-07-20,USB-C Cable,Electronics,8.0,227.28,North,UPI,CUST1988
ORD1704,2025-02-05,USB-C Cable,Electronics,8.0,232.35,North,Net Banking,CUST1658
ORD1297,2025-02-06,Notebook Set,Stationery,2.0,135.61,West,Net Banking,CUST1428
ORD1887,2025-06-18,Yoga Mat,Fitness,8.0,791.61,West,Credit Card,CUST1615
ORD2084,2025-06-07,USB-C Cable,Electronics,2.0,244.88,North,Credit Card,CUST1838
ORD1473,2025-04-18,Yoga Mat,Fitness,6.0,806.41,South,Debit Card,CUST1977
ORD2417,2025-01-21,Coffee Mug,Kitchen,6.0,194.95,South,Debit Card,CUST1451
ORD1205,2025-01-18,Backpack,Accessories,3.0,1361.6,North,Credit Card,CUST1764
ORD1003,2025-03-13,Yoga Mat,Fitness,1.0,840.36,South,Debit Card,CUST1348
ORD2064,2025-04-20,Table Lamp,Furniture,6.0,1171.69,North,Cash,CUST1353
ORD2054,2025-02-11,USB-C Cable,Electronics,5.0,230.15,North,Debit Card,CUST1953
ORD1729,2025-05-01,Office Chair,Furniture,7.0,4587.22,East,UPI,CUST1379
ORD2397,2025-04-12,USB-C Cable,Electronics,7.0,230.12,South,Credit Card,CUST1365
ORD2393,2025-03-05,Notebook Set,Stationery,6.0,161.18,South,Credit Card,CUST1016
ORD2488,2025-03-18,USB-C Cable,Electronics,6.0,272.22,South,Debit Card,CUST1967
ORD2321,2025-07-23,Coffee Mug,Kitchen,7.0,214.12,North,Cash,CUST1666
ORD1736,2025-07-05,LED Desk Lamp,Electronics,6.0,871.58,East,UPI,
ORD1692,2025-05-10,Wireless Mouse,Electronics,1.0,636.45,West,Net Banking,CUST1217
ORD2063,2025-06-04,Water Bottle,Accessories,1.0,323.43,,Debit Card,CUST1151
ORD1637,2025-06-22,Desk Organizer,Stationery,2.0,368.0,West,Debit Card,CUST1674
ORD1705,2025-02-24,LED Desk Lamp,Electronics,3.0,842.71,East,Net Banking,CUST1734
ORD1820,2025-04-17,USB-C Cable,Electronics,2.0,262.26,East,Debit Card,CUST1719
ORD1157,2025-02-06,Yoga Mat,Fitness,4.0,792.79,East,Debit Card,CUST1261
ORD1462,2025-06-27,Backpack,Accessories,3.0,1293.21,South,Debit Card,CUST1091
ORD1160,2025-02-20,LED Desk Lamp,Electronics,7.0,962.53,North,UPI,CUST1390
ORD1305,2025-01-31,Yoga Mat,Fitness,3.0,874.92,West,Cash,CUST1813
ORD1395,2025-01-14,Water Bottle,Accessories,2.0,295.24, north ,Cash,CUST1619
ORD1399,2025-03-17,Yoga Mat,Fitness,4.0,833.05,North,Cash,CUST1157
ORD2166,2025-01-23,Office Chair,Furniture,6.0,4669.19,North,Credit Card,CUST1735
ORD1702,2025-05-13,Bluetooth Speaker,Electronics,5.0,1461.92,South,Net Banking,CUST1415
ORD2458,2025-07-20,Desk Organizer,Stationery,7.0,370.53,South,Cash,CUST1118
ORD2272,2025-02-12,Bluetooth Speaker,Electronics,,1520.58,East,Net Banking,CUST1660
ORD2250,2025-02-10,Desk Organizer,Stationery,1.0,316.05,East,UPI,CUST1852
ORD1777,2025-06-11,Coffee Mug,Kitchen,7.0,199.93,East,Cash,CUST1493
ORD2368,2025-06-13,Coffee Mug,Kitchen,5.0,182.81,,Net Banking,CUST1181
ORD2426,2025-06-16,Wireless Mouse,Electronics,7.0,650.1,South,UPI,CUST1489
ORD1457,2025-04-20,Wireless Mouse,Electronics,4.0,658.38,South,Cash,CUST1162
ORD2487,2025-02-11,Desk Organizer,Stationery,2.0,353.36,North,Credit Card,CUST1127
ORD1478,2025-06-24,Desk Organizer,Stationery,2.0,335.75,West,UPI,CUST1059
ORD1638,2025-05-10,Yoga Mat,Fitness,3.0,873.12,North,Net Banking,CUST1753
ORD2126,2025-04-10,Yoga Mat,Fitness,6.0,810.59,West,Credit Card,CUST1707
ORD2406,2025-04-20,Table Lamp,Furniture,4.0,1227.72,North,UPI,CUST1383
ORD1700,2025-06-12,USB-C Cable,Electronics,5.0,265.68,East,Net Banking,CUST1557
ORD2079,2025-05-16,LED Desk Lamp,Electronics,2.0,901.49,South,Credit Card,CUST1613
ORD2326,2025-03-21,Office Chair,Furniture,7.0,5012.12,East,Cash,CUST1597
ORD1347,2025-07-03,Notebook Set,Stationery,8.0,136.81,West,Credit Card,CUST1464
ORD1446,2025-07-20,Office Chair,Furniture,4.0,5312.47,North,Net Banking,CUST1359
ORD2359,2025-07-14,USB-C Cable,Electronics,3.0,267.2,South,UPI,CUST1740
ORD1379,2025-05-20,Table Lamp,Furniture,8.0,1123.23,North,Net Banking,CUST1034
ORD2315,2025-01-14,Water Bottle,Accessories,6.0,300.18,South,Credit Card,CUST1794
ORD1635,2025-02-20,Yoga Mat,Fitness,4.0,738.4,West,UPI,CUST1468
ORD2005,2025-03-04,Coffee Mug,Kitchen,1.0,184.41, west ,UPI,CUST1016
ORD1231,2025-06-06,USB-C Cable,Electronics,3.0,242.22,East,Debit Card,CUST1418
ORD1382,2025-04-06,Coffee Mug,Kitchen,1.0,203.69,West,Debit Card,CUST1016
ORD2246,2025-05-16,LED Desk Lamp,Electronics,3.0,935.01,West,UPI,CUST1908
ORD1072,2025-06-08,Desk Organizer,Stationery,6.0,320.62,South,Cash,CUST1230
ORD1070,2025-06-05,Yoga Mat,Fitness,6.0,,West,UPI,CUST1523
ORD1091,2025-03-06,Backpack,Accessories,2.0,1291.29,North,Cash,CUST1229
ORD2380,2025-06-28,Backpack,Accessories,1.0,1231.37,South,Cash,CUST1903
ORD1171,2025-01-04,Backpack,Accessories,5.0,1308.5,West,Cash,CUST1688
ORD1168,2025-02-12,LED Desk Lamp,Electronics,5.0,973.45,West,Cash,CUST1764
ORD1493,2025-01-07,Backpack,Accessories,4.0,1309.79,North,Cash,CUST1001
ORD1602,2025-01-13,Wireless Mouse,Electronics,2.0,589.03,West,Credit Card,CUST1560
ORD2347,2025-07-03,Coffee Mug,Kitchen,8.0,197.96,West,Net Banking,CUST1665
ORD1272,2025-01-09,Coffee Mug,Kitchen,3.0,181.78,East,Cash,CUST1392
ORD2151,2025-06-19,Table Lamp,Furniture,1.0,1244.73,South,Cash,CUST1565
ORD1420,2025-01-26,Wireless Mouse,Electronics,5.0,565.7,South,Debit Card,CUST1383
ORD1094,2025-04-30,Notebook Set,Stationery,5.0,156.95,South,Net Banking,CUST1621
ORD2038,2025-05-24,Desk Organizer,Stationery,2.0,353.24,South,UPI,CUST1342
ORD1926,2025-07-02,Notebook Set,Stationery,2.0,163.12,West,Net Banking,CUST1134
ORD1042,2025-01-18,Yoga Mat,Fitness,4.0,783.62,South,Net Banking,CUST1608
ORD1056,2025-03-05,Desk Organizer,Stationery,2.0,338.79,West,Net Banking,CUST1767
ORD2492,2025-02-06,Notebook Set,Stationery,5.0,159.61,South,UPI,CUST1616
ORD2352,2025-04-21,Coffee Mug,Kitchen,7.0,193.73,West,Cash,CUST1279
ORD1038,2025-04-10,Wireless Mouse,Electronics,5.0,650.1,West,Cash,CUST1433
ORD1306,2025-05-23,Water Bottle,Accessories,6.0,314.25,South,Net Banking,CUST1521
ORD1683,2025-05-21,Desk Organizer,Stationery,2.0,334.39, north ,Cash,CUST1100
ORD1664,2025-06-07,Desk Organizer,Stationery,4.0,381.03,East,Debit Card,CUST1937
ORD1408,2025-02-20,Yoga Mat,Fitness,8.0,736.19, east ,Credit Card,CUST1971
ORD1166,2025-07-07,Water Bottle,Accessories,3.0,274.49,East,Cash,CUST1765
ORD1534,2025-04-23,Backpack,Accessories,7.0,1420.87,West,Debit Card,CUST1902
ORD1893,2025-03-24,LED Desk Lamp,Electronics,6.0,970.48,North,Debit Card,CUST1863
ORD2444,2025-04-03,Notebook Set,Stationery,7.0,145.38,North,Cash,CUST1894
ORD2083,2025-01-27,Office Chair,Furniture,4.0,4653.62,South,UPI,CUST1814
ORD2434,2025-01-18,Bluetooth Speaker,Electronics,7.0,1506.48,East,Debit Card,CUST1174
ORD1717,2025-02-03,Desk Organizer,Stationery,1.0,376.71,West,Net Banking,CUST1430
ORD2402,2025-06-28,Desk Organizer,Stationery,7.0,361.42,South,Cash,CUST1179
ORD1316,2025-06-26,Backpack,Accessories,4.0,1275.72,,Credit Card,CUST1722
