OrderID,Date,Product,Category,Quantity,UnitPrice,Region,PaymentMode,CustomerID,Revenue,Month,UnitsSold
ORD2372,2025-02-03,Bluetooth Speaker,Electronics,7.0,1492.48,North,Debit Card,CUST1978,10447.36,2025-02,7.0
ORD1717,2025-02-03,Desk Organizer,Stationery,1.0,376.71,West,Net Banking,CUST1430,376.71,2025-02,1.0
ORD1645,2025-02-03,Desk Organizer,Stationery,3.0,349.27,East,Credit Card,CUST1779,1047.81,2025-02,3.0
ORD1282,2025-02-03,USB-C Cable,Electronics,2.0,227.37,West,Debit Card,CUST1538,454.74,2025-02,2.0
ORD2178,2025-02-03,Coffee Mug,Kitchen,2.0,191.73,West,Upi,CUST1266,383.46,2025-02,2.0
ORD2471,2025-02-03,Bluetooth Speaker,Electronics,6.0,1574.63,North,Cash,CUST1468,9447.78,2025-02,6.0
ORD2258,2025-02-03,Backpack,Accessories,8.0,1224.9,North,Cash,CUST1693,9799.2,2025-02,8.0
ORD2373,2025-02-03,Notebook Set,Stationery,4.0,143.33,West,Upi,CUST1618,573.32,2025-02,4.0
ORD1592,2025-02-03,Bluetooth Speaker,Electronics,7.0,1539.02,West,Debit Card,CUST1988,10773.14,2025-02,7.0
ORD2341,2025-02-03,Office Chair,Furniture,4.0,4690.74,West,Cash,CUST1325,18762.96,2025-02,4.0
ORD1455,2025-02-03,Yoga Mat,Fitness,8.0,845.07,North,Credit Card,CUST1101,6760.56,2025-02,8.0
ORD1689,2025-02-04,Water Bottle,Accessories,6.0,321.6,West,Debit Card,CUST1367,1929.6,2025-02,6.0
ORD1497,2025-02-04,USB-C Cable,Electronics,7.0,227.83,North,Debit Card,CUST1678,1594.81,2025-02,7.0
ORD2386,2025-02-04,Table Lamp,Furniture,6.0,1239.84,West,Debit Card,CUST1472,7439.04,2025-02,6.0
ORD1089,2025-02-04,Backpack,Accessories,8.0,1216.31,East,Debit Card,CUST1335,9730.48,2025-02,8.0
ORD2116,2025-02-04,Backpack,Accessories,5.0,1355.04,West,Credit Card,CUST1582,6775.2,2025-02,5.0
ORD1500,2025-02-04,Notebook Set,Stationery,2.0,138.73,South,Debit Card,CUST1477,277.46,2025-02,2.0
ORD1259,2025-02-04,Water Bottle,Accessories,1.0,290.17,East,Credit Card,CUST1850,290.17,2025-02,1.0
ORD1415,2025-02-05,Coffee Mug,Kitchen,5.0,188.73,South,Debit Card,CUST1808,943.65,2025-02,5.0
ORD1250,2025-02-05,Office Chair,Furniture,1.0,4785.92,West,Upi,CUST1777,4785.92,2025-02,1.0
ORD1643,2025-02-05,Office Chair,Furniture,7.0,5101.5,East,Net Banking,CUST1881,35710.5,2025-02,7.0
ORD2357,2025-02-05,Yoga Mat,Fitness,5.0,720.46,East,Cash,CUST1842,3602.3,2025-02,5.0
ORD1704,2025-02-05,USB-C Cable,Electronics,8.0,232.35,North,Net Banking,CUST1658,1858.8,2025-02,8.0
ORD2492,2025-02-06,Notebook Set,Stationery,5.0,159.61,South,Upi,CUST1616,798.05,2025-02,5.0
ORD1495,2025-02-06,Wireless Mouse,Electronics,5.0,550.24,South,Net Banking,CUST1422,2751.2,2025-02,5.0
ORD2375,2025-02-06,Wireless Mouse,Electronics,8.0,546.76,West,Net Banking,CUST1826,4374.08,2025-02,8.0
ORD1922,2025-02-06,LED Desk Lamp,Electronics,5.0,912.32,South,Credit Card,CUST1318,4561.6,2025-02,5.0
ORD1297,2025-02-06,Notebook Set,Stationery,2.0,135.61,West,Net Banking,CUST1428,271.22,2025-02,2.0
ORD1126,2025-02-06,LED Desk Lamp,Electronics,2.0,819.82,East,Net Banking,CUST1766,1639.64,2025-02,2.0
ORD1679,2025-02-06,USB-C Cable,Electronics,2.0,226.18,West,Credit Card,CUST1560,452.36,2025-02,2.0
ORD2004,2025-02-06,LED Desk Lamp,Electronics,7.0,839.32,East,Net Banking,CUST1168,5875.24,2025-02,7.0
ORD1157,2025-02-06,Yoga Mat,Fitness,4.0,792.79,East,Debit Card,CUST1261,3171.16,2025-02,4.0
ORD2451,2025-02-06,Table Lamp,Furniture,1.0,1109.76,North,Cash,CUST1852,1109.76,2025-02,1.0
ORD1406,2025-02-07,Coffee Mug,Kitchen,2.0,185.75,East,Debit Card,CUST1306,371.5,2025-02,2.0
ORD1247,2025-02-07,USB-C Cable,Electronics,7.0,228.67,South,Debit Card,CUST1905,1600.69,2025-02,7.0
ORD1073,2025-02-07,Notebook Set,Stationery,1.0,135.48,West,Net Banking,CUST1870,135.48,2025-02,1.0
ORD1847,2025-02-07,Yoga Mat,Fitness,5.0,721.29,North,Cash,CUST1460,3606.45,2025-02,5.0
ORD1649,2025-02-07,LED Desk Lamp,Electronics,1.0,933.27,East,Upi,CUST1771,933.27,2025-02,1.0
ORD1054,2025-02-08,Table Lamp,Furniture,1.0,1279.24,South,Debit Card,CUST1130,1279.24,2025-02,1.0
ORD2027,2025-02-08,Yoga Mat,Fitness,1.0,785.86,North,Credit Card,CUST1481,785.86,2025-02,1.0
ORD1252,2025-02-08,Notebook Set,Stationery,7.0,137.41,East,Upi,CUST1308,961.87,2025-02,7.0
ORD1836,2025-02-08,Yoga Mat,Fitness,6.0,799.38,South,Upi,CUST1051,4796.28,2025-02,6.0
ORD1883,2025-02-08,Desk Organizer,Stationery,3.0,374.74,South,Credit Card,CUST1429,1124.22,2025-02,3.0
ORD1789,2025-02-08,Bluetooth Speaker,Electronics,1.0,1497.08,East,Debit Card,CUST1319,1497.08,2025-02,1.0
ORD2244,2025-02-08,Desk Organizer,Stationery,1.0,382.35,East,Debit Card,CUST1411,382.35,2025-02,1.0
ORD2270,2025-02-08,Coffee Mug,Kitchen,6.0,182.65,West,Debit Card,CUST1238,1095.9,2025-02,6.0
ORD2216,2025-02-09,Office Chair,Furniture,8.0,5462.77,West,Credit Card,CUST1880,43702.16,2025-02,8.0
ORD1670,2025-02-09,Desk Organizer,Stationery,1.0,346.15,East,Credit Card,CUST1089,346.15,2025-02,1.0
ORD1723,2025-02-09,Bluetooth Speaker,Electronics,7.0,1544.44,East,Cash,CUST1875,10811.08,2025-02,7.0
ORD1846,2025-02-09,Water Bottle,Accessories,2.0,275.82,North,Upi,CUST1971,551.64,2025-02,2.0
ORD1004,2025-02-09,LED Desk Lamp,Electronics,4.0,981.21,East,Credit Card,CUST1094,3924.84,2025-02,4.0
ORD1773,2025-02-09,Yoga Mat,Fitness,2.0,823.74,West,Cash,CUST1234,1647.48,2025-02,2.0
ORD1802,2025-02-09,Desk Organizer,Stationery,2.0,322.88,South,Cash,CUST1571,645.76,2025-02,2.0
ORD1860,2025-02-09,Yoga Mat,Fitness,7.0,874.19,East,Debit Card,CUST1555,6119.33,2025-02,7.0
ORD1022,2025-02-09,Notebook Set,Stationery,6.0,156.82,North,Net Banking,CUST1331,940.92,2025-02,6.0
ORD1298,2025-02-10,Notebook Set,Stationery,6.0,161.93,East,Upi,CUST1781,971.58,2025-02,6.0
ORD1696,2025-02-10,Coffee Mug,Kitchen,3.0,201.64,South,Debit Card,CUST1961,604.92,2025-02,3.0
ORD1020,2025-02-10,Backpack,Accessories,8.0,1169.94,East,Net Banking,CUST1780,9359.52,2025-02,8.0
ORD1017,2025-02-10,Desk Organizer,Stationery,7.0,355.73,West,Debit Card,CUST1610,2490.11,2025-02,7.0
ORD2250,2025-02-10,Desk Organizer,Stationery,1.0,316.05,East,Upi,CUST1852,316.05,2025-02,1.0
ORD2230,2025-02-10,Desk Organizer,Stationery,3.0,371.89,North,Credit Card,CUST1345,1115.67,2025-02,3.0
ORD1328,2025-02-10,USB-C Cable,Electronics,7.0,256.61,West,Debit Card,CUST1666,1796.27,2025-02,7.0
ORD2472,2025-02-11,Desk Organizer,Stationery,3.0,344.94,West,Cash,CUST1918,1034.82,2025-02,3.0
ORD2157,2025-02-11,Bluetooth Speaker,Electronics,5.0,1500.9,East,Debit Card,CUST1616,7504.5,2025-02,5.0
ORD1240,2025-02-11,Office Chair,Furniture,3.0,5330.28,South,Debit Card,CUST1044,15990.84,2025-02,3.0
ORD2054,2025-02-11,USB-C Cable,Electronics,5.0,230.15,North,Debit Card,CUST1953,1150.75,2025-02,5.0
ORD2388,2025-02-11,LED Desk Lamp,Electronics,3.0,959.86,North,Upi,CUST1301,2879.58,2025-02,3.0
ORD2487,2025-02-11,Desk Organizer,Stationery,2.0,353.36,North,Credit Card,CUST1127,706.72,2025-02,2.0
ORD1011,2025-02-11,Notebook Set,Stationery,8.0,145.41,South,Cash,CUST1863,1163.28,2025-02,8.0
ORD1869,2025-02-11,Office Chair,Furniture,4.0,4725.33,West,Credit Card,CUST1947,18901.32,2025-02,4.0
ORD2196,2025-02-11,Notebook Set,Stationery,7.0,157.33,East,Upi,CUST1123,1101.31,2025-02,7.0
ORD1727,2025-02-11,Table Lamp,Furniture,2.0,1130.53,West,Cash,CUST1820,2261.06,2025-02,2.0
ORD1346,2025-02-12,Office Chair,Furniture,6.0,5353.42,West,Credit Card,CUST1696,32120.52,2025-02,6.0
ORD1596,2025-02-12,LED Desk Lamp,Electronics,2.0,957.23,East,Cash,CUST1466,1914.46,2025-02,2.0
ORD1484,2025-02-12,Yoga Mat,Fitness,6.0,744.24,North,Net Banking,CUST1690,4465.44,2025-02,6.0
ORD2272,2025-02-12,Bluetooth Speaker,Electronics,5.0,1520.58,East,Net Banking,CUST1660,7602.9,2025-02,5.0
ORD1539,2025-02-12,Desk Organizer,Stationery,7.0,325.07,North,Cash,CUST1210,2275.49,2025-02,7.0
ORD1168,2025-02-12,LED Desk Lamp,Electronics,5.0,973.45,West,Cash,CUST1764,4867.25,2025-02,5.0
ORD2023,2025-02-13,Backpack,Accessories,6.0,1226.22,East,Net Banking,CUST1160,7357.32,2025-02,6.0
ORD2165,2025-02-13,Table Lamp,Furniture,1.0,1175.27,West,Net Banking,CUST1266,1175.27,2025-02,1.0
ORD2288,2025-02-13,USB-C Cable,Electronics,4.0,250.87,West,Net Banking,CUST1462,1003.48,2025-02,4.0
ORD2239,2025-02-13,USB-C Cable,Electronics,2.0,237.35,West,Cash,CUST1644,474.7,2025-02,2.0
ORD2051,2025-02-14,Office Chair,Furniture,3.0,4660.32,North,Credit Card,CUST1324,13980.96,2025-02,3.0
ORD1318,2025-02-14,Water Bottle,Accessories,8.0,323.65,East,Net Banking,CUST1362,2589.2,2025-02,8.0
ORD2398,2025-02-14,Water Bottle,Accessories,1.0,293.15,East,Credit Card,CUST1398,293.15,2025-02,1.0
ORD1912,2025-02-14,LED Desk Lamp,Electronics,2.0,876.38,North,Upi,CUST1935,1752.76,2025-02,2.0
ORD1230,2025-02-14,Desk Organizer,Stationery,1.0,331.39,West,Debit Card,CUST1536,331.39,2025-02,1.0
ORD1167,2025-02-14,Backpack,Accessories,4.0,1203.44,East,Net Banking,CUST1513,4813.76,2025-02,4.0
ORD1701,2025-02-14,Yoga Mat,Fitness,7.0,823.56,East,Net Banking,CUST1669,5764.92,2025-02,7.0
ORD2476,2025-02-15,Coffee Mug,Kitchen,1.0,183.77,East,Net Banking,CUST1444,183.77,2025-02,1.0
ORD1759,2025-02-15,Wireless Mouse,Electronics,7.0,598.95,East,Debit Card,CUST1307,4192.65,2025-02,7.0
ORD1114,2025-02-15,Water Bottle,Accessories,5.0,269.95,South,Cash,CUST1046,1349.75,2025-02,5.0
ORD1981,2025-02-15,LED Desk Lamp,Electronics,8.0,821.58,South,Net Banking,CUST1402,6572.64,2025-02,8.0
ORD2110,2025-02-15,Wireless Mouse,Electronics,7.0,611.53,East,Upi,CUST1310,4280.71,2025-02,7.0
ORD2338,2025-02-15,Wireless Mouse,Electronics,5.0,648.2,North,Upi,CUST1388,3241.0,2025-02,5.0
ORD1063,2025-02-15,LED Desk Lamp,Electronics,5.0,815.98,West,Cash,CUST1746,4079.9,2025-02,5.0
ORD2195,2025-02-15,LED Desk Lamp,Electronics,4.0,982.62,West,Credit Card,CUST1021,3930.48,2025-02,4.0
ORD1655,2025-02-15,Coffee Mug,Kitchen,2.0,186.54,South,Net Banking,CUST1122,373.08,2025-02,2.0
ORD2043,2025-02-15,Backpack,Accessories,5.0,1418.06,North,Credit Card,CUST1168,7090.3,2025-02,5.0
ORD2275,2025-02-16,USB-C Cable,Electronics,1.0,237.79,South,Upi,CUST1849,237.79,2025-02,1.0
ORD1615,2025-02-16,Water Bottle,Accessories,2.0,293.07,West,Cash,CUST1855,586.14,2025-02,2.0
ORD2334,2025-02-17,Backpack,Accessories,1.0,1263.36,North,Cash,CUST1030,1263.36,2025-02,1.0
ORD1430,2025-02-17,USB-C Cable,Electronics,6.0,240.33,West,Credit Card,CUST1268,1441.98,2025-02,6.0
ORD2159,2025-02-17,Desk Organizer,Stationery,8.0,369.31,South,Credit Card,CUST1410,2954.48,2025-02,8.0
ORD1337,2025-02-17,Bluetooth Speaker,Electronics,3.0,1492.24,South,Credit Card,CUST1267,4476.72,2025-02,3.0
ORD1402,2025-02-17,Bluetooth Speaker,Electronics,7.0,1483.66,West,Credit Card,CUST1026,10385.62,2025-02,7.0
ORD1951,2025-02-17,Notebook Set,Stationery,7.0,152.12,West,Upi,CUST1729,1064.84,2025-02,7.0
ORD2096,2025-02-17,Yoga Mat,Fitness,8.0,826.73,North,Upi,CUST1854,6613.84,2025-02,8.0
ORD2213,2025-02-18,Wireless Mouse,Electronics,2.0,636.85,South,Credit Card,CUST1214,1273.7,2025-02,2.0
ORD1263,2025-02-18,Desk Organizer,Stationery,5.0,339.02,North,Cash,CUST1279,1695.1,2025-02,5.0
ORD1034,2025-02-18,Notebook Set,Stationery,8.0,138.28,South,Cash,CUST1473,1106.24,2025-02,8.0
ORD2422,2025-02-18,Office Chair,Furniture,1.0,4511.93,East,Debit Card,CUST1414,4511.93,2025-02,1.0
ORD1946,2025-02-18,Office Chair,Furniture,7.0,5342.26,East,Debit Card,CUST1157,37395.82,2025-02,7.0
ORD1782,2025-02-18,Water Bottle,Accessories,7.0,321.85,West,Debit Card,CUST1255,2252.95,2025-02,7.0
ORD1334,2025-02-19,LED Desk Lamp,Electronics,2.0,868.56,West,Cash,CUST1735,1737.12,2025-02,2.0
ORD1061,2025-02-19,Desk Organizer,Stationery,7.0,337.01,North,Cash,CUST1359,2359.07,2025-02,7.0
ORD1238,2025-02-19,Coffee Mug,Kitchen,4.0,218.9,South,Credit Card,CUST1302,875.6,2025-02,4.0
ORD1792,2025-02-19,Office Chair,Furniture,5.0,5316.19,North,Credit Card,CUST1997,26580.95,2025-02,5.0
ORD1819,2025-02-19,Notebook Set,Stationery,4.0,151.09,South,Net Banking,CUST1767,604.36,2025-02,4.0
ORD2300,2025-02-19,Water Bottle,Accessories,8.0,269.66,North,Cash,CUST1696,2157.28,2025-02,8.0
ORD1993,2025-02-19,Wireless Mouse,Electronics,1.0,625.32,South,Debit Card,CUST1398,625.32,2025-02,1.0
ORD1682,2025-02-19,LED Desk Lamp,Electronics,2.0,841.71,North,Net Banking,CUST1472,1683.42,2025-02,2.0
ORD1919,2025-02-19,Notebook Set,Stationery,5.0,142.34,East,Debit Card,CUST1687,711.7,2025-02,5.0
ORD1097,2025-02-20,Table Lamp,Furniture,2.0,1221.09,South,Credit Card,CUST1713,2442.18,2025-02,2.0
ORD1408,2025-02-20,Yoga Mat,Fitness,8.0,736.19,East,Credit Card,CUST1971,5889.52,2025-02,8.0
ORD1508,2025-02-20,Bluetooth Speaker,Electronics,8.0,1591.73,North,Cash,CUST1125,12733.84,2025-02,8.0
ORD1794,2025-02-20,Wireless Mouse,Electronics,8.0,627.19,North,Net Banking,CUST1681,5017.52,2025-02,8.0
ORD1635,2025-02-20,Yoga Mat,Fitness,4.0,738.4,West,Upi,CUST1468,2953.6,2025-02,4.0
ORD1758,2025-02-20,Backpack,Accessories,3.0,1376.95,South,Debit Card,CUST1825,4130.85,2025-02,3.0
ORD1160,2025-02-20,LED Desk Lamp,Electronics,7.0,962.53,North,Upi,CUST1390,6737.71,2025-02,7.0
ORD1413,2025-02-21,Yoga Mat,Fitness,3.0,828.04,East,Debit Card,CUST1965,2484.12,2025-02,3.0
ORD1513,2025-02-21,Backpack,Accessories,4.0,1332.97,North,Debit Card,CUST1800,5331.88,2025-02,4.0
ORD1553,2025-02-21,Backpack,Accessories,3.0,1385.8,East,Cash,CUST1932,4157.4,2025-02,3.0
ORD1885,2025-02-21,Office Chair,Furniture,1.0,5121.54,East,Credit Card,CUST1469,5121.54,2025-02,1.0
ORD2092,2025-02-21,Yoga Mat,Fitness,3.0,826.26,North,Credit Card,CUST1149,2478.78,2025-02,3.0
ORD2140,2025-02-21,Wireless Mouse,Electronics,3.0,643.29,North,Cash,CUST1808,1929.87,2025-02,3.0
ORD1606,2025-02-21,Yoga Mat,Fitness,5.0,851.97,South,Cash,CUST1720,4259.85,2025-02,5.0
ORD1813,2025-02-21,Wireless Mouse,Electronics,2.0,597.25,North,Credit Card,CUST1584,1194.5,2025-02,2.0
ORD1732,2025-02-21,Wireless Mouse,Electronics,5.0,562.43,South,Net Banking,CUST1173,2812.15,2025-02,5.0
ORD2070,2025-02-21,Office Chair,Furniture,3.0,5331.22,East,Net Banking,CUST1502,15993.66,2025-02,3.0
ORD2127,2025-02-22,Desk Organizer,Stationery,6.0,348.77,East,Upi,CUST1629,2092.62,2025-02,6.0
ORD1137,2025-02-22,Wireless Mouse,Electronics,5.0,604.9,East,Debit Card,CUST1901,3024.5,2025-02,5.0
ORD1861,2025-02-22,Office Chair,Furniture,3.0,643.29,South,Upi,CUST1316,1929.87,2025-02,3.0
ORD1414,2025-02-23,Table Lamp,Furniture,8.0,1270.38,North,Debit Card,CUST1689,10163.04,2025-02,8.0
ORD2088,2025-02-23,Office Chair,Furniture,3.0,5480.01,West,Credit Card,CUST1079,16440.03,2025-02,3.0
ORD1183,2025-02-23,USB-C Cable,Electronics,4.0,264.59,South,Cash,CUST1792,1058.36,2025-02,4.0
ORD2348,2025-02-23,Wireless Mouse,Electronics,4.0,646.31,West,Upi,CUST1405,2585.24,2025-02,4.0
ORD2467,2025-02-23,Table Lamp,Furniture,4.0,1247.06,North,Upi,CUST1877,4988.24,2025-02,4.0
ORD2360,2025-02-23,Table Lamp,Furniture,8.0,1135.15,West,Debit Card,CUST1348,9081.2,2025-02,8.0
ORD2473,2025-02-23,Office Chair,Furniture,4.0,5303.3,South,Credit Card,CUST1370,21213.2,2025-02,4.0
ORD2491,2025-02-23,USB-C Cable,Electronics,2.0,257.1,East,Upi,CUST1037,514.2,2025-02,2.0
ORD2229,2025-02-23,Notebook Set,Stationery,1.0,163.88,East,Cash,CUST1365,163.88,2025-02,1.0
ORD1591,2025-02-23,LED Desk Lamp,Electronics,3.0,912.71,South,Debit Card,CUST1804,2738.13,2025-02,3.0
ORD2291,2025-02-24,Desk Organizer,Stationery,5.0,317.27,North,Cash,CUST1091,1586.35,2025-02,5.0
ORD1901,2025-02-24,Desk Organizer,Stationery,1.0,358.82,East,Cash,CUST1809,358.82,2025-02,1.0
ORD1212,2025-02-24,LED Desk Lamp,Electronics,3.0,946.5,East,Cash,CUST1122,2839.5,2025-02,3.0
ORD1454,2025-02-24,Backpack,Accessories,8.0,1238.87,East,Cash,CUST1560,9910.96,2025-02,8.0
ORD1705,2025-02-24,LED Desk Lamp,Electronics,3.0,842.71,East,Net Banking,CUST1734,2528.13,2025-02,3.0
ORD1429,2025-02-24,Table Lamp,Furniture,4.0,1145.85,North,Net Banking,CUST1104,4583.4,2025-02,4.0
ORD1552,2025-02-24,Office Chair,Furniture,4.0,4625.26,West,Credit Card,CUST1699,18501.04,2025-02,4.0
ORD1105,2025-02-24,Coffee Mug,Kitchen,6.0,210.85,East,Cash,CUST1901,1265.1,2025-02,6.0
ORD1371,2025-02-24,Wireless Mouse,Electronics,4.0,654.36,North,Debit Card,CUST1936,2617.44,2025-02,4.0
ORD2209,2025-02-24,Office Chair,Furniture,3.0,4577.3,East,Credit Card,CUST1444,13731.9,2025-02,3.0
ORD1745,2025-02-25,Water Bottle,Accessories,5.0,280.03,South,Debit Card,CUST1754,1400.15,2025-02,5.0
ORD2493,2025-02-25,USB-C Cable,Electronics,6.0,237.91,West,Credit Card,CUST1563,1427.46,2025-02,6.0
ORD1206,2025-02-25,USB-C Cable,Electronics,7.0,245.01,East,Upi,CUST1378,1715.07,2025-02,7.0
ORD1076,2025-02-26,Backpack,Accessories,3.0,1378.01,West,Credit Card,Guest,4134.03,2025-02,3.0
ORD1342,2025-02-26,Notebook Set,Stationery,3.0,148.35,West,Net Banking,CUST1382,445.05,2025-02,3.0
ORD1582,2025-02-26,Table Lamp,Furniture,8.0,1296.49,East,Net Banking,CUST1307,10371.92,2025-02,8.0
ORD2455,2025-02-26,LED Desk Lamp,Electronics,5.0,928.83,North,Upi,CUST1944,4644.15,2025-02,5.0
ORD1516,2025-02-26,Yoga Mat,Fitness,1.0,862.24,East,Credit Card,CUST1828,862.24,2025-02,1.0
ORD2087,2025-02-26,Bluetooth Speaker,Electronics,3.0,1605.97,South,Upi,CUST1314,4817.91,2025-02,3.0
ORD1574,2025-02-27,Wireless Mouse,Electronics,5.0,611.98,East,Cash,CUST1433,3059.9,2025-02,5.0
ORD1536,2025-02-27,Desk Organizer,Stationery,3.0,345.6,North,Cash,CUST1020,1036.8,2025-02,3.0
ORD1440,2025-02-27,LED Desk Lamp,Electronics,5.0,839.34,West,Net Banking,CUST1760,4196.7,2025-02,5.0
ORD1654,2025-02-27,Coffee Mug,Kitchen,6.0,209.15,South,Upi,CUST1301,1254.9,2025-02,6.0
ORD1694,2025-02-27,Backpack,Accessories,5.0,1203.88,North,Debit Card,CUST1372,6019.4,2025-02,5.0
ORD1387,2025-02-27,Table Lamp,Furniture,5.0,1243.13,North,Credit Card,CUST1095,6215.65,2025-02,5.0
ORD1287,2025-02-27,Table Lamp,Furniture,6.0,1306.31,East,Credit Card,CUST1256,7837.86,2025-02,6.0
ORD1201,2025-02-27,Coffee Mug,Kitchen,2.0,193.03,East,Credit Card,CUST1780,386.06,2025-02,2.0
ORD1928,2025-02-27,Notebook Set,Stationery,3.0,159.76,East,Cash,CUST1401,479.28,2025-02,3.0
ORD1585,2025-02-27,Water Bottle,Accessories,5.0,294.24,East,Cash,CUST1266,1471.2,2025-02,5.0
ORD1461,2025-02-27,Yoga Mat,Fitness,8.0,720.58,East,Credit Card,CUST1880,5764.64,2025-02,8.0
ORD2351,2025-02-28,Water Bottle,Accessories,1.0,296.92,East,Debit Card,CUST1461,296.92,2025-02,1.0
ORD1778,2025-02-28,USB-C Cable,Electronics,2.0,246.1,East,Debit Card,CUST1266,492.2,2025-02,2.0
ORD1767,2025-02-28,Water Bottle,Accessories,6.0,288.05,East,Cash,CUST1619,1728.3,2025-02,6.0
ORD2049,2025-02-28,LED Desk Lamp,Electronics,8.0,875.97,East,Credit Card,CUST1151,7007.76,2025-02,8.0
ORD2410,2025-02-28,Wireless Mouse,Electronics,6.0,580.16,South,Net Banking,CUST1055,3480.96,2025-02,6.0
ORD1012,2025-02-28,Wireless Mouse,Electronics,1.0,635.54,West,Cash,CUST1067,635.54,2025-02,1.0
ORD2224,2025-03-01,Coffee Mug,Kitchen,4.0,202.49,East,Net Banking,CUST1873,809.96,2025-03,4.0
ORD1427,2025-03-01,Coffee Mug,Kitchen,7.0,204.16,South,Debit Card,CUST1405,1429.12,2025-03,7.0
ORD1330,2025-03-01,Yoga Mat,Fitness,1.0,865.03,South,Debit Card,CUST1903,865.03,2025-03,1.0
ORD1698,2025-03-01,Water Bottle,Accessories,1.0,309.08,East,Debit Card,CUST1480,309.08,2025-03,1.0
ORD1002,2025-03-01,Notebook Set,Stationery,1.0,150.83,West,Upi,CUST1459,150.83,2025-03,1.0
ORD1381,2025-03-01,Desk Organizer,Stationery,2.0,363.46,North,Upi,CUST1517,726.92,2025-03,2.0
ORD1361,2025-03-01,LED Desk Lamp,Electronics,6.0,912.93,East,Upi,CUST1309,5477.58,2025-03,6.0
ORD1030,2025-03-02,USB-C Cable,Electronics,5.0,257.42,South,Net Banking,CUST1135,1287.1,2025-03,5.0
ORD1754,2025-03-02,LED Desk Lamp,Electronics,5.0,893.85,East,Cash,CUST1188,4469.25,2025-03,5.0
ORD1338,2025-03-02,Backpack,Accessories,8.0,1364.93,East,Cash,CUST1596,10919.44,2025-03,8.0
ORD1857,2025-03-02,LED Desk Lamp,Electronics,5.0,955.08,East,Debit Card,CUST1911,4775.4,2025-03,5.0
ORD2018,2025-03-02,Bluetooth Speaker,Electronics,7.0,1609.89,West,Upi,CUST1075,11269.23,2025-03,7.0
ORD2145,2025-03-02,Bluetooth Speaker,Electronics,2.0,1580.9,East,Cash,CUST1852,3161.8,2025-03,2.0
ORD1685,2025-03-02,Desk Organizer,Stationery,2.0,334.0,North,Upi,CUST1325,668.0,2025-03,2.0
ORD1498,2025-03-02,Office Chair,Furniture,5.0,4760.04,East,Debit Card,CUST1717,23800.2,2025-03,5.0
ORD1798,2025-03-02,Bluetooth Speaker,Electronics,7.0,1446.39,South,Cash,CUST1598,10124.73,2025-03,7.0
ORD1057,2025-03-02,Office Chair,Furniture,3.0,5475.11,South,Debit Card,CUST1025,16425.33,2025-03,3.0
ORD1746,2025-03-02,Notebook Set,Stationery,4.0,160.11,South,Upi,CUST1207,640.44,2025-03,4.0
ORD1569,2025-03-03,Wireless Mouse,Electronics,6.0,597.66,West,Upi,CUST1983,3585.96,2025-03,6.0
ORD1242,2025-03-03,USB-C Cable,Electronics,5.0,272.19,West,Upi,CUST1376,1360.95,2025-03,5.0
ORD1358,2025-03-03,Wireless Mouse,Electronics,4.0,547.16,North,Debit Card,CUST1612,2188.64,2025-03,4.0
ORD2139,2025-03-04,Wireless Mouse,Electronics,5.0,594.71,West,Debit Card,CUST1662,2973.55,2025-03,5.0
ORD1182,2025-03-04,Water Bottle,Accessories,3.0,316.16,South,Credit Card,CUST1849,948.48,2025-03,3.0
ORD1075,2025-03-04,Backpack,Accessories,3.0,1339.54,North,Credit Card,CUST1797,4018.62,2025-03,3.0
ORD2240,2025-03-04,Desk Organizer,Stationery,3.0,366.67,West,Upi,CUST1141,1100.01,2025-03,3.0
ORD1874,2025-03-04,Wireless Mouse,Electronics,7.0,656.96,North,Net Banking,CUST1396,4598.72,2025-03,7.0
ORD1486,2025-03-04,Wireless Mouse,Electronics,1.0,595.62,West,Upi,CUST1183,595.62,2025-03,1.0
ORD2122,2025-03-04,Desk Organizer,Stationery,4.0,330.48,East,Net Banking,CUST1086,1321.92,2025-03,4.0
ORD1426,2025-03-04,Table Lamp,Furniture,3.0,1211.45,East,Net Banking,CUST1436,3634.35,2025-03,3.0
ORD2005,2025-03-04,Coffee Mug,Kitchen,1.0,184.41,West,Upi,CUST1016,184.41,2025-03,1.0
ORD1056,2025-03-05,Desk Organizer,Stationery,2.0,338.79,West,Net Banking,CUST1767,677.58,2025-03,2.0
ORD1468,2025-03-05,Office Chair,Furniture,5.0,5143.59,South,Net Banking,CUST1615,25717.95,2025-03,5.0
ORD2393,2025-03-05,Notebook Set,Stationery,6.0,161.18,South,Credit Card,CUST1016,967.08,2025-03,6.0
ORD1356,2025-03-05,Notebook Set,Stationery,8.0,144.42,East,Upi,CUST1959,1155.36,2025-03,8.0
ORD2416,2025-03-05,Yoga Mat,Fitness,5.0,764.7,West,Upi,CUST1278,3823.5,2025-03,5.0
ORD1688,2025-03-05,Water Bottle,Accessories,4.0,311.69,West,Cash,CUST1860,1246.76,2025-03,4.0
ORD1793,2025-03-05,Table Lamp,Furniture,7.0,1264.04,West,Upi,CUST1755,8848.28,2025-03,7.0
ORD2312,2025-03-05,Bluetooth Speaker,Electronics,4.0,1398.41,East,Credit Card,CUST1641,5593.64,2025-03,4.0
