OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice
ORD000424,CUST0062,PRD0041,2023-10-30,5.0,700.93
ORD000425,CUST0080,PRD0017,2024-05-10,1.0,160.45
ORD000426,CUST0216,PRD0056,2024-10-19,12.0,711.44
ORD000427,CUST0083,PRD0009,2023-08-15,9.0,365.6
ORD000428,CUST0008,PRD0041,2023-08-24,13.0,700.93
ORD000429,CUST0223,PRD0001,2024-03-30,7.0,133.49
ORD000430,CUST0149,PRD0002,2023-01-13,2.0,136.86
ORD000431,CUST0081,PRD0060,2023-07-29,6.0,320.42
ORD000432,CUST0215,PRD0048,2024-02-01,2.0,253.91
ORD000433,CUST0229,PRD0029,2023-04-10,1.0,154.64
ORD000434,CUST0118,PRD0033,2023-01-31,14.0,406.65
ORD000435,CUST0208,PRD0010,2024-06-11,7.0,260.5
ORD000436,CUST0198,PRD0050,2024-10-10,13.0,285.21
ORD000437,CUST0200,PRD0058,2023-11-25,2.0,45.4
ORD000438,CUST0025,PRD0060,2023-06-15,13.0,320.42
ORD000439,CUST0210,PRD0040,2024-04-03,14.0,37.04
ORD000440,CUST0089,PRD0021,2023-04-10,14.0,472.24
ORD000441,CUST0012,PRD0028,2024-09-12,2.0,375.61
ORD000442,CUST0143,PRD0011,2023-06-22,13.0,816.42
ORD000443,CUST0059,PRD0055,2023-06-11,11.0,540.73
ORD000444,CUST0154,PRD0034,2024-12-28,5.0,138.13
ORD000445,CUST0233,PRD0008,2023-09-20,14.0,68.43
ORD000446,CUST0109,PRD0059,2023-10-01,5.0,460.22
ORD000447,CUST0026,PRD0022,2023-01-03,7.0,365.55
ORD000448,CUST0047,PRD0008,2023-01-28,1.0,68.43
ORD000449,CUST0032,PRD0049,2023-11-22,8.0,267.83
ORD000450,CUST0010,PRD0015,2023-05-29,3.0,547.01
ORD000451,CUST0016,PRD0017,2024-06-23,4.0,160.45
ORD000452,CUST0199,PRD0060,2024-05-02,9.0,320.42
ORD000453,CUST0145,PRD0023,2024-03-13,4.0,201.54
ORD000454,CUST0151,PRD0024,2023-03-06,10.0,650.79
ORD000455,CUST0026,PRD0045,2023-12-22,12.0,554.21
ORD000456,CUST0213,PRD0019,2024-06-16,5.0,458.22
ORD000457,CUST0086,PRD0005,2023-09-09,7.0,160.38
ORD000458,CUST0250,PRD0032,2023-08-23,4.0,216.61
ORD000459,CUST0135,PRD0044,2023-08-15,14.0,162.81
ORD000460,CUST0014,PRD0001,2024-06-08,1.0,
ORD000461,CUST0079,PRD0023,2023-11-09,9.0,201.54
ORD000462,CUST0117,PRD0037,2023-02-18,4.0,38.5
ORD000463,CUST0007,PRD0008,2023-04-28,9.0,68.43
ORD000464,CUST0137,PRD0013,2023-02-23,6.0,326.99
ORD000465,CUST0115,PRD0008,2024-10-11,1.0,68.43
ORD000466,CUST0176,PRD0057,2024-07-18,12.0,133.48
ORD000467,CUST0072,PRD0023,2023-02-13,3.0,201.54
ORD000468,CUST0242,PRD0043,2023-02-22,11.0,674.74
ORD000469,CUST0059,PRD0001,2024-08-08,2.0,133.49
ORD000470,CUST0215,PRD0045,2024-07-11,9.0,554.21
ORD000471,CUST0221,PRD0051,2024-06-08,12.0,502.39
ORD000472,CUST0082,PRD0024,2024-11-07,1.0,650.79
ORD000473,CUST0223,PRD0035,2023-04-12,13.0,387.88
ORD000474,CUST0222,PRD0024,2024-02-02,14.0,650.79
ORD000475,CUST0116,PRD0017,2023-05-18,9.0,160.45
ORD000476,CUST0167,PRD0005,2024-11-05,9.0,160.38
ORD000477,CUST0227,PRD0020,2024-01-22,8.0,532.93
ORD000478,CUST0146,PRD0021,2023-04-21,8.0,472.24
ORD000479,CUST0187,PRD0040,2024-09-05,11.0,37.04
ORD000480,CUST0234,PRD0058,2023-01-17,14.0,45.4
ORD000481,CUST0103,PRD0031,2023-07-01,12.0,490.91
ORD000482,CUST0017,PRD0046,2024-06-19,1.0,400.12
ORD000483,CUST0014,PRD0036,2024-06-24,11.0,291.11
ORD000484,CUST0159,PRD0011,2023-06-20,8.0,816.42
ORD000485,CUST0152,PRD0052,2024-02-13,10.0,476.07
ORD000486,CUST0227,PRD0015,2024-01-13,184.0,547.01
ORD000487,CUST0108,PRD0019,2023-07-07,3.0,458.22
ORD000488,CUST0188,PRD0007,2023-08-18,11.0,723.68
ORD000489,CUST0045,PRD0051,2023-04-29,,502.39
ORD000490,CUST0098,PRD0028,2023-06-05,,375.61
ORD000491,CUST0131,PRD0051,2024-11-17,1.0,502.39
ORD000492,CUST0037,PRD0043,2024-04-09,1.0,674.74
ORD000493,CUST0171,PRD0058,2023-04-14,10.0,45.4
ORD000494,CUST0168,PRD0005,2024-08-26,13.0,160.38
ORD000495,CUST0218,PRD0005,2024-11-28,5.0,160.38
ORD000496,CUST0183,PRD0030,2024-05-16,5.0,67.45
ORD000497,CUST0215,PRD0054,2024-11-23,8.0,103.87
ORD000498,CUST0108,PRD0032,2024-11-12,7.0,216.61
ORD000499,CUST0039,PRD0008,2024-11-29,8.0,68.43
ORD000500,CUST0015,PRD0010,2023-06-24,6.0,260.5
ORD000501,CUST0120,PRD0038,2024-11-04,6.0,199.83
ORD000502,CUST0241,PRD0047,2024-02-25,2.0,491.72
ORD000503,CUST0004,PRD0032,2023-05-14,6.0,216.61
ORD000504,CUST0093,PRD0048,2024-01-26,5.0,253.91
ORD000505,CUST0214,PRD0028,2024-05-15,13.0,375.61
ORD000506,CUST0153,PRD0017,2024-10-26,3.0,160.45
ORD000507,CUST0141,PRD0031,2023-02-02,6.0,490.91
ORD000508,CUST0210,PRD0008,2023-02-24,8.0,68.43
ORD000509,CUST0161,PRD0040,2024-06-02,9.0,37.04
ORD000510,CUST0016,PRD0025,2024-09-29,1.0,143.9
ORD000511,CUST0237,PRD0009,2023-01-12,3.0,365.6
ORD000512,CUST0170,PRD0002,2024-06-11,,136.86
ORD000513,CUST0108,PRD0015,2024-12-20,11.0,547.01
ORD000514,CUST0126,PRD0050,2024-07-08,8.0,285.21
ORD000515,CUST0194,PRD0003,2024-01-08,1.0,136.62
ORD000516,CUST0055,PRD0049,2024-04-28,5.0,267.83
ORD000517,CUST0227,PRD0036,2024-10-08,3.0,291.11
ORD000518,CUST0170,PRD0004,2023-08-16,2.0,110.29
ORD000519,CUST0034,PRD0014,2024-09-14,8.0,635.89
ORD000520,CUST0158,PRD0041,2023-11-03,3.0,700.93
ORD000521,CUST0247,PRD0041,2024-04-01,7.0,700.93
ORD000522,CUST0013,PRD0025,2023-06-09,12.0,143.9
ORD000523,CUST0141,PRD0058,2023-11-27,11.0,45.4
ORD000524,CUST0018,PRD0055,2023-08-13,1.0,540.73
ORD000525,CUST0160,PRD0050,2024-12-29,6.0,285.21
ORD000526,CUST0096,PRD0010,2024-05-18,3.0,260.5
ORD000527,CUST0227,PRD0021,2024-03-31,8.0,472.24
ORD000528,CUST0123,PRD0036,2023-02-14,6.0,291.11
ORD000529,CUST0039,PRD0012,2023-08-02,12.0,78.44
ORD000530,CUST0046,PRD0027,2023-02-28,2.0,370.3
ORD000531,CUST0244,PRD0040,2024-10-05,6.0,37.04
ORD000532,CUST0029,PRD0002,2024-09-07,7.0,136.86
ORD000533,CUST0190,PRD0054,2023-07-14,5.0,103.87
ORD000534,CUST0241,PRD0013,2024-05-03,3.0,326.99
ORD000535,CUST0221,PRD0053,2023-06-06,4.0,742.35
ORD000536,CUST0062,PRD0032,2024-09-01,4.0,216.61
ORD000537,CUST0245,PRD0031,2023-08-14,6.0,490.91
ORD000538,CUST0236,PRD0016,2024-02-16,10.0,544.93
ORD000539,CUST0185,PRD0032,2023-07-24,1.0,216.61
ORD000540,CUST0016,PRD0032,2023-03-20,11.0,216.61
ORD000541,CUST0184,PRD0060,2023-05-04,4.0,320.42
ORD000542,CUST0236,PRD0034,2024-04-15,10.0,138.13
ORD000543,CUST0239,PRD0011,2023-08-06,13.0,816.42
ORD000544,CUST0121,PRD0010,2024-05-30,4.0,260.5
ORD000545,CUST0010,PRD0015,2024-08-24,10.0,547.01
ORD000546,CUST0158,PRD0017,2023-04-14,1.0,160.45
ORD000547,CUST0153,PRD0040,2024-01-28,9.0,
ORD000548,CUST0103,PRD0018,2024-09-22,4.0,141.2
ORD000549,CUST0084,PRD0055,2024-10-06,7.0,540.73
ORD000550,CUST0133,PRD0009,2024-08-30,12.0,365.6
ORD000551,CUST0065,PRD0025,2024-03-09,14.0,143.9
ORD000552,CUST0222,PRD0040,2023-11-27,3.0,37.04
ORD000553,CUST0177,PRD0059,2023-05-23,10.0,460.22
ORD000554,CUST0003,PRD0014,2024-06-23,12.0,635.89
ORD000555,CUST0173,PRD0060,2023-10-05,3.0,320.42
ORD000556,CUST0142,PRD0058,2023-08-21,14.0,45.4
ORD000557,CUST0120,PRD0025,2024-06-12,8.0,143.9
ORD000558,CUST0158,PRD0050,2024-07-24,8.0,285.21
ORD000559,CUST0242,PRD0022,2023-03-31,11.0,365.55
ORD000560,CUST0068,PRD0052,2024-05-06,12.0,476.07
ORD000561,CUST0146,PRD0030,2023-07-18,1.0,67.45
ORD000562,CUST0190,PRD0020,2023-12-28,,532.93
ORD000563,CUST0037,PRD0021,2024-03-16,2.0,472.24
ORD000564,CUST0153,PRD0044,2023-01-26,8.0,162.81
ORD000565,CUST0176,PRD0032,2023-01-25,1.0,216.61
ORD000566,CUST0193,PRD0051,2024-01-29,12.0,502.39
ORD000567,CUST0181,PRD0046,2024-05-21,8.0,400.12
ORD000568,CUST0238,PRD0049,2023-10-28,8.0,267.83
ORD000569,CUST0207,PRD0056,2023-12-05,2.0,711.44
ORD000570,CUST0073,PRD0021,2023-09-24,4.0,472.24
ORD000571,CUST0143,PRD0035,2024-04-05,6.0,387.88
ORD000572,CUST0049,PRD0058,2024-11-23,12.0,45.4
ORD000573,CUST0121,PRD0032,2024-03-31,11.0,216.61
ORD000574,CUST0088,PRD0030,2023-12-26,9.0,67.45
ORD000575,CUST0196,PRD0055,2023-03-09,8.0,540.73
ORD000576,CUST0140,PRD0039,2024-02-16,12.0,112.92
ORD000577,CUST0187,PRD0049,2024-05-05,8.0,267.83
ORD000578,CUST0250,PRD0012,2023-02-18,7.0,78.44
ORD000579,CUST0037,PRD0041,2024-11-17,14.0,700.93
ORD000580,CUST0061,PRD0047,2024-07-17,13.0,491.72
ORD000581,CUST0229,PRD0018,2023-04-12,9.0,141.2
ORD000582,CUST0171,PRD0021,2023-08-04,2.0,472.24
ORD000583,CUST0124,PRD0013,2024-03-13,3.0,326.99
ORD000584,CUST0198,PRD0021,2024-11-30,10.0,472.24
ORD000585,CUST0039,PRD0008,2024-07-22,8.0,68.43
ORD000586,CUST0184,PRD0046,2024-07-12,14.0,400.12
ORD000587,CUST0063,PRD0040,2023-06-08,311.0,37.04
ORD000588,CUST0046,PRD0046,2024-05-03,10.0,400.12
ORD000589,CUST0088,PRD0007,2024-11-16,9.0,723.68
ORD000590,CUST0011,PRD0023,2023-08-30,10.0,201.54
ORD000591,CUST0062,PRD0044,2023-01-05,4.0,162.81
ORD000592,CUST0077,PRD0032,2024-08-18,8.0,216.61
ORD000593,CUST0226,PRD0011,2023-12-27,10.0,816.42
ORD000594,CUST0153,PRD0022,2024-04-03,3.0,365.55
ORD000595,CUST0199,PRD0022,2023-09-05,3.0,365.55
ORD000596,CUST0052,PRD0043,2024-07-19,8.0,674.74
ORD000597,CUST0004,PRD0025,2024-11-03,5.0,143.9
ORD000598,CUST0059,PRD0022,2024-02-26,3.0,365.55
ORD000599,CUST0072,PRD0028,2023-01-15,10.0,375.61
ORD000600,CUST0148,PRD0029,2024-07-26,11.0,154.64
ORD000601,CUST0093,PRD0013,2023-05-02,1.0,326.99
ORD000602,CUST0063,PRD0018,2023-10-04,3.0,141.2
ORD000603,CUST0054,PRD0002,2024-07-11,12.0,136.86
ORD000604,CUST0117,PRD0029,2024-03-28,9.0,154.64
ORD000605,CUST0243,PRD0021,2024-01-25,5.0,472.24
ORD000606,CUST0237,PRD0015,2023-10-21,12.0,547.01
ORD000607,CUST0110,PRD0052,2024-07-27,10.0,476.07
ORD000608,CUST0074,PRD0027,2024-08-20,2.0,370.3
ORD000609,CUST0107,PRD0050,2024-03-21,7.0,285.21
ORD000610,CUST0226,PRD0031,2023-07-29,2.0,490.91
ORD000611,CUST0057,PRD0015,2024-08-12,4.0,547.01
ORD000612,CUST0218,PRD0051,2024-12-14,12.0,502.39
ORD000613,CUST0169,PRD0023,2023-10-29,459.0,201.54
ORD000614,CUST0241,PRD0024,2023-08-11,4.0,650.79
ORD000615,CUST0250,PRD0044,2023-01-03,7.0,162.81
ORD000616,CUST0003,PRD0013,2024-06-01,7.0,326.99
ORD000617,CUST0120,PRD0022,2023-04-03,1.0,365.55
ORD000618,CUST0006,PRD0043,2024-06-03,6.0,674.74
ORD000619,CUST0005,PRD0037,2024-03-03,328.0,38.5
ORD000620,CUST0005,PRD0033,2024-05-07,2.0,406.65
ORD000621,CUST0054,PRD0056,2023-08-23,14.0,711.44
ORD000622,CUST0047,PRD0003,2024-09-11,3.0,136.62
ORD000623,CUST0215,PRD0054,2023-06-10,10.0,103.87
ORD000624,CUST0177,PRD0019,2024-12-21,5.0,458.22
ORD000625,CUST0009,PRD0023,2023-11-27,9.0,201.54
ORD000626,CUST0099,PRD0029,2023-11-29,4.0,154.64
ORD000627,CUST0020,PRD0030,2023-02-19,1.0,67.45
ORD000628,CUST0122,PRD0039,2024-06-06,4.0,112.92
ORD000629,CUST0241,PRD0044,2024-10-29,6.0,162.81
ORD000630,CUST0061,PRD0047,2024-05-06,5.0,491.72
ORD000631,CUST0123,PRD0025,2024-08-04,14.0,143.9
ORD000632,CUST0234,PRD0037,2024-11-11,13.0,38.5
ORD000633,CUST0163,PRD0047,2023-09-29,1.0,491.72
ORD000634,CUST0178,PRD0008,2024-08-02,4.0,68.43
ORD000635,CUST0082,PRD0042,2023-09-09,6.0,259.69
ORD000636,CUST0062,PRD0058,2024-07-13,13.0,45.4
ORD000637,CUST0145,PRD0016,2024-11-26,10.0,544.93
ORD000638,CUST0216,PRD0008,2024-11-29,10.0,68.43
ORD000639,CUST0003,PRD0001,2023-03-31,14.0,133.49
ORD000640,CUST0160,PRD0044,2024-03-21,4.0,162.81
ORD000641,CUST0227,PRD0005,2023-11-28,14.0,160.38
ORD000642,CUST0230,PRD0003,2023-05-19,9.0,136.62
ORD000643,CUST0013,PRD0001,2023-12-23,5.0,133.49
ORD000644,CUST0120,PRD0004,2024-08-23,8.0,110.29
ORD000645,CUST0125,PRD0040,2023-10-01,9.0,37.04
ORD000646,CUST0239,PRD0035,2023-01-19,10.0,387.88
ORD000647,CUST0089,PRD0032,2023-11-07,5.0,216.61
ORD000648,CUST0073,PRD0042,2023-06-03,6.0,259.69
ORD000649,CUST0068,PRD0034,2024-01-25,1.0,138.13
ORD000650,CUST0142,PRD0043,2023-09-17,11.0,674.74
ORD000651,CUST0101,PRD0025,2024-09-11,12.0,143.9
ORD000652,CUST0098,PRD0010,2024-07-24,7.0,260.5
ORD000653,CUST0011,PRD0021,2023-05-05,4.0,472.24
ORD000654,CUST0105,PRD0046,2023-12-20,11.0,400.12
ORD000655,CUST0184,PRD0039,2023-09-30,2.0,112.92
ORD000656,CUST0067,PRD0027,2024-09-10,5.0,370.3
ORD000657,CUST0123,PRD0027,2023-09-02,12.0,370.3
ORD000658,CUST0220,PRD0002,2024-03-25,3.0,136.86
ORD000659,CUST0029,PRD0041,2023-09-04,6.0,700.93
ORD000660,CUST0137,PRD0048,2024-06-03,8.0,253.91
ORD000661,CUST0195,PRD0013,2023-05-21,7.0,326.99
ORD000662,CUST0153,PRD0009,2023-12-28,3.0,365.6
ORD000663,CUST0226,PRD0052,2023-01-08,8.0,476.07
ORD000664,CUST0076,PRD0036,2024-04-22,2.0,291.11
ORD000665,CUST0170,PRD0022,2023-12-18,10.0,365.55
ORD000666,CUST0009,PRD0042,2024-05-09,9.0,259.69
ORD000667,CUST0207,PRD0026,2024-08-28,4.0,174.95
ORD000668,CUST0040,PRD0058,2024-03-02,1.0,45.4
ORD000669,CUST0025,PRD0054,2023-02-08,8.0,103.87
ORD000670,CUST0005,PRD0012,2024-08-15,,78.44
ORD000671,CUST0139,PRD0017,2023-07-06,11.0,160.45
ORD000672,CUST0187,PRD0014,2024-08-18,13.0,635.89
ORD000673,CUST0226,PRD0014,2024-08-22,5.0,635.89
ORD000674,CUST0216,PRD0057,2023-04-03,10.0,133.48
ORD000675,CUST0124,PRD0034,2023-03-27,13.0,138.13
ORD000676,CUST0207,PRD0053,2023-02-13,5.0,742.35
ORD000677,CUST0038,PRD0057,2023-05-17,7.0,133.48
ORD000678,CUST0072,PRD0020,2024-02-25,5.0,532.93
ORD000679,CUST0133,PRD0011,2023-03-15,,816.42
ORD000680,CUST0176,PRD0016,2024-07-01,11.0,544.93
ORD000681,CUST0090,PRD0051,2024-09-04,13.0,502.39
ORD000682,CUST0146,PRD0031,2024-05-26,6.0,490.91
ORD000683,CUST0198,PRD0055,2023-06-05,13.0,540.73
ORD000684,CUST0037,PRD0006,2023-09-12,5.0,100.25
ORD000685,CUST0060,PRD0056,2023-06-20,9.0,711.44
ORD000686,CUST0176,PRD0019,2024-12-28,11.0,
ORD000687,CUST0205,PRD0037,2023-06-19,2.0,38.5
ORD000688,CUST0028,PRD0058,2023-11-18,1.0,45.4
ORD000689,CUST0197,PRD0004,2024-07-20,8.0,110.29
ORD000690,CUST0205,PRD0047,2024-03-31,12.0,491.72
ORD000691,CUST0081,PRD0004,2024-08-25,3.0,110.29
ORD000692,CUST0114,PRD0020,2024-09-04,14.0,532.93
ORD000693,CUST0040,PRD0010,2023-06-04,11.0,260.5
ORD000694,CUST0045,PRD0024,2023-12-15,12.0,650.79
ORD000695,CUST0224,PRD0054,2024-03-26,12.0,103.87
ORD000696,CUST0062,PRD0035,2024-10-14,12.0,387.88
ORD000697,CUST0093,PRD0026,2023-06-22,7.0,174.95
ORD000698,CUST0115,PRD0037,2023-01-10,10.0,38.5
ORD000699,CUST0186,PRD0038,2023-09-22,13.0,199.83
ORD000700,CUST0067,PRD0021,2024-03-13,11.0,472.24
ORD000701,CUST0056,PRD0054,2023-09-04,8.0,103.87
ORD000702,CUST0040,PRD0040,2024-10-28,13.0,37.04
ORD000703,CUST0098,PRD0039,2024-06-29,13.0,112.92
ORD000704,CUST0040,PRD0021,2024-05-13,6.0,472.24
ORD000705,CUST0091,PRD0010,2023-05-09,12.0,260.5
ORD000706,CUST0205,PRD0038,2024-11-02,10.0,199.83
ORD000707,CUST0237,PRD0046,2024-08-23,14.0,400.12
ORD000708,CUST0033,PRD0004,2024-08-27,9.0,110.29
ORD000709,CUST0006,PRD0060,2023-11-23,7.0,320.42
ORD000710,CUST0216,PRD0057,2024-02-08,10.0,133.48
ORD000711,CUST0147,PRD0045,2024-09-20,5.0,554.21
ORD000712,CUST0080,PRD0020,2024-08-28,8.0,532.93
ORD000713,CUST0168,PRD0017,2024-11-05,2.0,160.45
ORD000714,CUST0092,PRD0055,2024-09-02,,540.73
ORD000715,CUST0097,PRD0007,2024-09-16,4.0,723.68
ORD000716,CUST0059,PRD0004,2023-12-25,9.0,110.29
ORD000717,CUST0059,PRD0029,2024-08-25,12.0,154.64
ORD000718,CUST0048,PRD0014,2024-12-18,1.0,635.89
ORD000719,CUST0169,PRD0003,2023-01-17,7.0,136.62
ORD000720,CUST0013,PRD0024,2023-10-01,6.0,650.79
ORD000721,CUST0107,PRD0037,2024-11-15,8.0,38.5
ORD000722,CUST0045,PRD0016,2023-04-26,5.0,544.93
ORD000723,CUST0089,PRD0058,2024-11-23,1.0,45.4
ORD000724,CUST0181,PRD0055,2023-04-01,1.0,540.73
ORD000725,CUST0170,PRD0052,2023-03-23,9.0,476.07
ORD000726,CUST0100,PRD0004,2023-11-20,10.0,110.29
ORD000727,CUST0191,PRD0056,2023-04-24,6.0,711.44
ORD000728,CUST0155,PRD0024,2023-02-27,10.0,650.79
ORD000729,CUST0166,PRD0034,2023-06-03,5.0,138.13
ORD000730,CUST0188,PRD0030,2024-02-08,1.0,67.45
ORD000731,CUST0007,PRD0018,2024-09-19,6.0,141.2
ORD000732,CUST0133,PRD0019,2023-09-23,6.0,458.22
ORD000733,CUST0235,PRD0031,2023-11-11,3.0,490.91
ORD000734,CUST0045,PRD0060,2024-12-15,13.0,320.42
ORD000735,CUST0058,PRD0060,2023-02-10,8.0,320.42
ORD000736,CUST0249,PRD0019,2023-04-15,14.0,458.22
ORD000737,CUST0243,PRD0049,2023-07-12,1.0,267.83
ORD000738,CUST0031,PRD0046,2024-02-05,1.0,400.12
ORD000739,CUST0023,PRD0019,2023-10-05,6.0,458.22
ORD000740,CUST0170,PRD0022,2023-12-20,10.0,365.55
ORD000741,CUST0138,PRD0024,2024-08-02,13.0,650.79
ORD000742,CUST0160,PRD0045,2024-12-09,1.0,554.21
ORD000743,CUST0107,PRD0012,2023-09-13,6.0,78.44
ORD000744,CUST0181,PRD0030,2024-10-12,1.0,67.45
ORD000745,CUST0158,PRD0058,2024-10-22,14.0,45.4
ORD000746,CUST0039,PRD0038,2023-04-09,13.0,199.83
ORD000747,CUST0159,PRD0053,2024-08-10,6.0,742.35
ORD000748,CUST0082,PRD0031,2023-10-09,3.0,490.91
ORD000749,CUST0100,PRD0036,2024-02-07,14.0,291.11
ORD000750,CUST0002,PRD0019,2023-04-19,14.0,458.22
ORD000751,CUST0206,PRD0048,2024-11-30,8.0,253.91
ORD000752,CUST0077,PRD0045,2023-07-18,13.0,554.21
ORD000753,CUST0221,PRD0036,2023-10-30,6.0,291.11
ORD000754,CUST0012,PRD0030,2023-11-23,13.0,67.45
ORD000755,CUST0039,PRD0055,2023-06-03,11.0,540.73
ORD000756,CUST0194,PRD0049,2024-07-05,13.0,267.83
ORD000757,CUST0224,PRD0055,2024-10-06,1.0,540.73
ORD000758,CUST0013,PRD0033,2024-02-09,5.0,406.65
ORD000759,CUST0046,PRD0018,2024-04-06,8.0,141.2
ORD000760,CUST0155,PRD0052,2023-05-12,3.0,476.07
ORD000761,CUST0113,PRD0049,2023-03-25,12.0,267.83
ORD000762,CUST0233,PRD0059,2024-02-03,6.0,460.22
ORD000763,CUST0017,PRD0028,2024-09-19,5.0,375.61
ORD000764,CUST0104,PRD0059,2023-04-19,6.0,460.22
ORD000765,CUST0223,PRD0047,2023-08-09,10.0,491.72
ORD000766,CUST0098,PRD0011,2024-07-06,1.0,816.42
ORD000767,CUST0188,PRD0057,2024-01-03,7.0,133.48
ORD000768,CUST0192,PRD0060,2023-05-27,9.0,320.42
ORD000769,CUST0088,PRD0054,2023-04-22,2.0,103.87
ORD000770,CUST0109,PRD0045,2024-09-06,10.0,554.21
ORD000771,CUST0163,PRD0033,2024-07-11,5.0,406.65
ORD000772,CUST0240,PRD0017,2024-05-08,10.0,160.45
ORD000773,CUST0070,PRD0006,2024-05-19,4.0,100.25
ORD000774,CUST0211,PRD0004,2024-04-19,6.0,110.29
ORD000775,CUST0158,PRD0020,2023-09-28,6.0,532.93
ORD000776,CUST0199,PRD0048,2024-02-25,11.0,253.91
ORD000777,CUST0074,PRD0047,2024-12-07,2.0,491.72
ORD000778,CUST0233,PRD0027,2024-01-02,2.0,370.3
ORD000779,CUST0224,PRD0015,2023-10-07,4.0,547.01
ORD000780,CUST0226,PRD0006,2023-10-10,1.0,100.25
ORD000781,CUST0063,PRD0047,2023-02-09,9.0,491.72
ORD000782,CUST0156,PRD0014,2023-07-08,14.0,635.89
ORD000783,CUST0060,PRD0060,2023-06-13,14.0,320.42
ORD000784,CUST0079,PRD0011,2024-06-19,13.0,816.42
ORD000785,CUST0222,PRD0039,2024-06-19,7.0,112.92
ORD000786,CUST0037,PRD0009,2023-01-04,12.0,365.6
ORD000787,CUST0221,PRD0026,2023-10-17,7.0,174.95
ORD000788,CUST0022,PRD0016,2024-03-08,3.0,544.93
ORD000789,CUST0196,PRD0005,2024-04-15,11.0,160.38
ORD000790,CUST0148,PRD0057,2023-06-30,12.0,133.48
ORD000791,CUST0096,PRD0052,2023-09-05,3.0,476.07
ORD000792,CUST0228,PRD0010,2024-09-19,1.0,260.5
ORD000793,CUST0242,PRD0050,2023-10-06,3.0,285.21
ORD000794,CUST0068,PRD0003,2024-08-03,3.0,136.62
ORD000795,CUST0219,PRD0013,2023-09-11,4.0,326.99
ORD000796,CUST0192,PRD0043,2023-06-30,4.0,674.74
ORD000797,CUST0017,PRD0049,2024-11-11,3.0,267.83
ORD000798,CUST0012,PRD0030,2024-05-23,10.0,67.45
ORD000799,CUST0150,PRD0054,2024-11-30,12.0,103.87
ORD000800,CUST0145,PRD0045,2024-07-19,231.0,554.21
ORD000801,CUST0138,PRD0006,2023-11-22,8.0,100.25
ORD000802,CUST0118,PRD0017,2023-12-23,13.0,160.45
ORD000803,CUST0193,PRD0059,2024-10-11,13.0,460.22
ORD000804,CUST0022,PRD0045,2024-11-10,1.0,554.21
ORD000805,CUST0218,PRD0051,2024-01-26,7.0,502.39
ORD000806,CUST0120,PRD0053,2024-09-06,11.0,742.35
ORD000807,CUST0210,PRD0019,2023-03-26,2.0,
ORD000808,CUST0050,PRD0042,2023-11-13,1.0,259.69
ORD000809,CUST0014,PRD0035,2023-07-31,3.0,387.88
ORD000810,CUST0192,PRD0046,2024-05-29,4.0,400.12
ORD000811,CUST0175,PRD0026,2024-01-19,13.0,174.95
ORD000812,CUST0029,PRD0051,2024-11-21,6.0,502.39
ORD000813,CUST0204,PRD0005,2023-12-08,10.0,160.38
ORD000814,CUST0164,PRD0029,2023-02-07,14.0,154.64
ORD000815,CUST0227,PRD0037,2024-05-25,5.0,38.5
ORD000816,CUST0180,PRD0020,2024-02-24,14.0,532.93
ORD000817,CUST0125,PRD0049,2023-06-18,4.0,267.83
ORD000818,CUST0204,PRD0021,2023-12-09,8.0,472.24
ORD000819,CUST0007,PRD0010,2023-11-02,11.0,260.5
ORD000820,CUST0029,PRD0005,2024-06-25,12.0,160.38
ORD000821,CUST0139,PRD0036,2024-12-02,14.0,291.11
ORD000822,CUST0033,PRD0006,2024-06-20,4.0,100.25
ORD000823,CUST0134,PRD0026,2023-04-22,13.0,174.95
ORD000824,CUST0111,PRD0004,2024-02-15,10.0,110.29
ORD000825,CUST0079,PRD0039,2023-07-25,12.0,112.92
ORD000826,CUST0160,PRD0039,2023-07-04,13.0,112.92
ORD000827,CUST0179,PRD0050,2024-01-17,2.0,285.21
ORD000828,CUST0203,PRD0035,2024-05-10,3.0,387.88
ORD000829,CUST0058,PRD0001,2024-01-14,6.0,133.49
ORD000830,CUST0215,PRD0024,2023-02-16,8.0,650.79
ORD000831,CUST0026,PRD0057,2024-07-04,8.0,133.48
ORD000832,CUST0226,PRD0036,2024-06-11,11.0,291.11
ORD000833,CUST0174,PRD0006,2024-05-18,9.0,100.25
ORD000834,CUST0226,PRD0041,2023-01-22,7.0,700.93
ORD000835,CUST0029,PRD0054,2023-08-01,13.0,103.87
ORD000836,CUST0004,PRD0046,2023-11-06,2.0,400.12
ORD000837,CUST0209,PRD0060,2024-10-22,8.0,320.42
ORD000838,CUST0099,PRD0044,2023-09-29,7.0,162.81
ORD000839,CUST0141,PRD0060,2024-07-24,8.0,320.42
ORD000840,CUST0233,PRD0057,2023-07-21,12.0,133.48
ORD000841,CUST0039,PRD0031,2023-02-01,3.0,490.91
ORD000842,CUST0015,PRD0020,2024-03-18,7.0,532.93
ORD000843,CUST0119,PRD0024,2023-06-11,10.0,650.79
ORD000844,CUST0029,PRD0025,2023-09-11,13.0,143.9
ORD000845,CUST0157,PRD0036,2024-06-04,9.0,291.11
ORD000846,CUST0075,PRD0021,2024-10-12,3.0,472.24
ORD000847,CUST0116,PRD0030,2024-04-24,476.0,67.45
